,Heating,Cooling,Country
2150,2202.56,22574.02,USA
2151,0,41031.61,BRA
2152,52311.72,10113.09,USA
2153,7994.9,6370.78,CHN
2154,1731.66,6460.72,ETH
2155,39720.43,5736.42,USA
2156,93131.57,3557.78,USA
2157,58114.01,3727.82,USA
2158,15435.5,7750.87,FRA
2159,13.01,30878.06,AUS
2160,1212.29,28442.07,ISR
2161,92454.87,6.14,USA
2162,60142.56,7022.86,USA
2163,29919.3,11455.52,USA
2164,5977.98,7715.72,AUS
2165,16720.75,19859.82,USA
2166,18481.62,1130.35,USA
2167,28447.2,5184.9,FRA
2168,45213.53,6149.35,USA
2169,2.77,41684.78,IND
2170,35091.36,5591.08,USA
2171,49459.22,5580.46,USA
2172,22929.06,9480.79,KOR
2173,26639.47,8044.53,USA
2174,21871.74,10795.93,CHN
2175,49666.9,11130.74,USA
2176,22382.08,18788.96,USA
2177,36298.89,2814.56,CHN
2178,4470.88,22537.65,USA
2179,53760.42,10219.9,USA
2180,273.82,39920.2,BGD
2181,37485.1,480.56,GBR
2182,4590.48,22288.96,AUS
2183,49075.11,7707.98,USA
2184,61781.41,3533.45,USA
2185,0,35168.53,BRA
2186,53931.68,4011.2,USA
2187,990.74,7506.65,BRA
2188,43.51,17926.25,BRA
2189,27123.87,1550.38,USA
2190,110735.01,1145.19,USA
2191,116208.84,2671.68,CAN
2192,8588.52,18773.6,USA
2193,68988.26,6679.05,USA
2194,19415.65,14422.17,USA
2195,10341.96,3105.02,USA
2196,0.32,20048.38,USA
2197,17024.99,12720.6,USA
2198,2140.51,29034.79,NPL
2199,84073.52,4600.67,USA
2200,65192.26,2402.25,LTU
2201,3314.53,24856.19,USA
2202,66965.74,5215.25,USA
2203,164744.01,1240.9,USA
2204,5344.32,19913.73,CHN
2205,12544.96,14282.28,CHN
2206,21892.52,11208.4,USA
2207,808.54,25954.81,TWN
2208,4688.79,16783.83,ISR
2209,0,36629.3,BRA
2210,4877.85,10666.47,ITA
2211,6100.04,19558.55,USA
2212,10530.67,14423.75,USA
2213,16112.02,15286.56,USA
2214,93964.67,2487.76,USA
2215,266.36,42469.13,VIR
2216,22084.59,4044.73,AUS
2217,9249.4,2537.47,ESP
2218,7445.64,4641.42,NZL
2219,4515.95,11216.72,ESP
2220,455.84,8747.76,KEN
2221,2792.53,21651.51,USA
2222,1819.69,15187.43,AUS
2223,1825.96,8173.57,BRA
2224,66505.78,5792.64,USA
2225,6807.69,20717.57,USA
2226,87258.42,3051.36,CAN
2227,54960.03,4704.34,USA
2228,43290.31,7673.26,USA
2229,35301.04,14790.33,USA
2230,50407.43,4305.79,USA
2231,71484.91,4762.22,USA
2232,5549.31,10945.7,AUS
2233,31562.26,13324.1,USA
2234,49685.45,2786.78,CZE
2235,50402.48,725.99,NOR
2236,92318.33,5015.92,CHN
2237,1.31,28015.9,BRA
2238,1240.4,10853.68,BRA
2239,92199.31,5807.14,USA
2240,197.46,40853.97,USA
2241,390.94,47573.97,IND
2242,67524.6,7771.53,USA
2243,146933.95,2954.57,RUS
2244,33105.55,3865.49,FRA
2245,108791.5,2972.53,USA
2246,25304.3,15113.63,CHN
2247,16139.37,14844.35,CHN
2248,2874.83,24430.78,IND
2249,182622.55,1546.98,USA
2250,4425.95,10685.13,ESP
2251,33843.26,1220.05,GBR
2252,13465.54,18573.33,CHN
2253,87127.17,5766.46,USA
2254,46326.85,8915.7,USA
2255,41272.81,11655.39,USA
2256,64.86,24819.08,BRA
2257,47077.03,2743.43,POL
2258,24614.21,1739.54,USA
2259,36753.73,11533.14,USA
2260,43874.05,6048.22,USA
2261,25673.25,11790.37,USA
2262,83614.85,3036.27,USA
2263,11473.52,20100.79,CHN
2264,105.31,16151.01,BRA
2265,3711.86,11605.3,AUS
2266,20419.02,2194.52,NZL
2267,109179.16,6390.49,USA
2268,5202.45,5358.45,USA
2269,0,48131.38,MHL
2270,64930.72,3512.72,USA
2271,569.29,14763.92,BRA
2272,94053.59,5199.59,USA
2273,54403.83,1964.99,CHN
2274,104426.66,540.31,USA
2275,51938.23,7438.5,USA
2276,17653.29,7719.27,ITA
2277,52993.24,5143.54,USA
2278,0,35331.62,BRA
2279,254.72,30928.59,CHN
2280,5887.77,8856.56,ITA
2281,0,40967.61,BRA
2282,6876.42,4360.32,AUS
2283,48054.75,4748.34,USA
2284,15.02,22111.34,BRA
2285,17314.82,13187.12,USA
2286,4339.91,14595.99,BRA
2287,46153.95,1880.7,POL
2288,1134.1,24978.79,USA
2289,68117.37,4450.24,USA
2290,6729.45,5098.13,BRA
2291,18362.93,9175.23,CHN
2292,0,39986.3,GUM
2293,2241.12,8744.08,USA
2294,42240.34,3963.33,AUT
2295,8085.11,6735.54,AUS
2296,9823.52,11708.19,ESP
2297,1763.19,31868.21,USA
2298,0.76,27567.66,BRA
2299,71411.87,7160.74,USA
2300,271.41,18793.76,BRA
2301,90.95,12018.94,BRA
2302,70908.91,5541.07,CHN
2303,52563.44,10199.77,USA
2304,99.06,23992.84,BRA
2305,213.59,20834.48,BRA
2306,13502.09,17669.18,USA
2307,34344.45,3314.36,CAN
2308,300.4,15028.84,BRA
2309,27753.39,3267.95,USA
2310,0,42826.29,BRA
2311,1427.45,23703.33,EGY
2312,59140.8,813.52,USA
2313,85710.06,4398.87,USA
2314,16257.05,16903.09,USA
2315,217.5,20699.54,BRA
2316,50694.06,11284.4,USA
2317,12160.77,23070.3,USA
2318,23860.15,11956.09,USA
2319,17153.38,6962.79,ITA
2320,53729.99,2421.29,POL
2321,409.11,22792.9,BRA
2322,40241.59,5956.78,USA
2323,10006.67,7676.43,ITA
2324,73984.37,7515.97,USA
2325,91470.25,3261.53,CAN
2326,6739.65,20167.75,CHN
2327,19633.61,16088.49,USA
2328,39.35,16274.63,KEN
2329,47132.84,8206.82,USA
2330,0,41685.81,BRA
2331,253.67,20208.74,BRA
2332,16156.6,14071.92,USA
2333,16632.34,5616.47,ESP
2334,4012.78,23293.05,USA
2335,11749.07,8051.97,ITA
2336,46897.93,1201.01,DNK
2337,6798.26,8186.05,USA
2338,19630.86,16130.16,USA
2339,50274,8279.96,USA
2340,82361.92,3885.62,CAN
2341,35137.57,6829.38,KOR
2342,82427.88,9825.43,CHN
2343,5149.04,3809.32,BRA
2344,29758.65,2307.29,NZL
2345,93836.16,4660.01,USA
2346,24457.75,5250.47,USA
2347,7981.36,22206.9,USA
2348,56996.17,5557.16,USA
2349,4.42,28059.49,BRA
2350,18624.31,2785.75,AUS
2351,70957.25,1554.44,SWE
2352,0,27612.31,BRA
2353,56369.88,2076.69,POL
2354,7926.28,11915,AUS
2355,35752.55,13207.58,USA
2356,38345.34,10866.46,USA
2357,0,38986.51,BRA
2358,0,32681.35,BRA
2359,0,39363.09,BRA
2360,12928.68,5587.52,USA
2361,102563.72,2960.42,CHN
2362,249.54,20739.49,BRA
2363,6612.02,9512.08,CHN
2364,0.06,23763.79,USA
2365,9272.6,20389.73,USA
2366,24803.43,1418.75,USA
2367,7549.89,8794,ESP
2368,9407.94,10418.12,ISR
2369,32541.32,1740.16,NLD
2370,13728.71,2448.33,AUS
2371,0,37866.3,BRA
2372,57432.29,2571.8,POL
2373,7599.13,9038.13,ESP
2374,73806.6,5033.53,USA
2375,36901.16,8555.26,USA
2376,33977.08,3342.66,ESP
2377,43417.15,7285.75,USA
2378,0.31,33376.25,BRA
2379,16042.58,14369.77,USA
2380,18253.33,8941.5,CHN
2381,14256.44,14302.15,USA
2382,70.79,35430.39,IND
2383,4043.89,31154.52,USA
2384,55942.34,4334.11,USA
2385,30905.28,7269.83,ITA
2386,14.24,28885.31,BRA
2387,59820.47,8413.28,USA
2388,0.18,21396.2,BRA
2389,57531.62,3031.06,POL
2390,54488.14,8854.03,CHN
2391,81655.53,6012.4,USA
2392,24915.73,12344.9,USA
2393,157.41,19766.59,BRA
2394,22791.59,14285.56,USA
2395,14841.49,18356.76,USA
2396,52774.66,8218.44,USA
2397,62990.15,5000.8,USA
2398,8189.92,10574.27,ITA
2399,21483.6,12474.26,USA
2400,28106.08,9648.48,USA
2401,9.53,18497.09,BRA
2402,18685.14,15735.29,USA
2403,60153.93,4453.51,USA
2404,92129.91,6857.56,CHN
2405,77089.63,8494.85,USA
2406,715.15,25932.22,CHN
2407,2640.24,27244.93,USA
2408,12299.67,1931.96,CZ01RV2.htm
2409,19414.9,13044.22,CHN
2410,6558.07,23080.9,USA
2411,37249.81,11286.83,CHN
2412,15333.33,13312.7,USA
2413,37745.27,8527.29,USA
2414,31999.81,7108.29,USA
2415,0.84,32059.32,BRA
2416,49992.54,2824.29,POL
2417,0,43083.82,IND
2418,36365.82,11376.72,CHN
2419,2995.6,25111.17,EGY
2420,57837.02,8965.67,USA
2421,37402.29,12888.52,USA
2422,25.7,43328.4,GTM
2423,4808.87,21158.32,CHN
2424,33972.49,2395.88,CAN
2425,1188.34,18374.12,BRA
2426,35606.57,8959.99,USA
2427,7737.01,13221.25,GRC
2428,27776.78,4046.63,ITA
2429,80179.72,10923.82,CHN
2430,14831.17,1152.38,USA
2431,175.58,45346.01,ARE
2432,0,39749.04,BRA
2433,36578.72,4792.68,USA
2434,2954.62,28676.81,USA
2435,7287.91,14748.08,JPN
2436,8517.15,19254.15,USA
2437,22535.06,9278.93,USA
2438,58653.38,7891.34,CHN
2439,35700.96,11303.09,USA
2440,12165.85,19204.37,CHN
2441,28833.36,7225.27,ITA
2442,27027.53,8083.36,KOR
2443,22200.82,13093.79,CHN
2444,125,13639.03,BRA
2445,52339.45,2503.64,POL
2446,38651.78,4574.18,BGR
2447,27430.1,2395.68,ESP
2448,33021.1,8639.28,USA
2449,20622.6,19712.67,USA
2450,63092.16,5761.88,USA
2451,116534.06,1023.67,CAN
2452,164.9,15460.78,HND
2453,121426.18,69.84,USA
2454,62136.74,9390.98,USA
2455,11544.47,13864.24,USA
2456,36617.32,7010.51,USA
2457,137727.21,1481.62,USA
2458,30835.01,12775.68,USA
2459,55425.27,7537.39,USA
2460,5575.8,23101.57,USA
2461,121182.26,2563.8,CAN
2462,38281.19,10146.71,USA
2463,51544.76,5805.64,USA
2464,130860.91,4395.33,CHN
2465,20171.87,767.53,IRL
2466,0,29350.78,BRA
2467,173.71,29883.84,BRA
2468,53529.02,5815.3,USA
2469,42074.18,2932.31,DEU
2470,60948.35,4389.32,USA
2471,31976.4,4057.94,USA
2472,110.98,14839.23,BRA
2473,71289.93,4936.6,USA
2474,46545.88,2467.99,POL
2475,8297.6,21436.82,USA
2476,3453.32,9485.99,AUS
2477,6480.85,9031.24,BRA
2478,0,35118.28,BRA
2479,60327.61,10132.68,USA
2480,938.79,39583.35,IND
2481,18.59,44420.12,IND
2482,7.17,21526.11,BRA
2483,16985.99,16518.06,USA
2484,16743.92,15314.23,USA
2485,40077.04,6382.48,USA
2486,24153.48,18044.88,USA
2487,0,37756.84,BRA
2488,1949.84,25865.12,USA
2489,68015.36,930.54,USA
2490,254.47,40106.75,BRA
2491,13126.84,10691.33,CHN
2492,2040.88,24555.65,ARG
2493,0,51840.45,LKA
2494,172853.52,414.25,USA
2495,20408.43,12585.26,USA
2496,33500.21,9368.95,USA
2497,73909.75,3520.56,USA
2498,55785.7,5367.65,USA
2499,11459.75,15944.98,USA
2500,37.55,23986.94,BRA
2501,0,42955.43,GUM
2502,0,34066.45,BRA
2503,71.54,13870.35,ESP
2504,68.02,29868.71,CUB
2505,61977.52,3691.42,USA
2506,2020.25,28271.42,USA
2507,45733.13,818.92,USA
2508,8675.18,3496.91,AUS
2509,2401.64,26063.54,USA
2510,117951.35,1061.55,USA
2511,83388.52,23.16,USA
2512,45153.52,6661.8,USA
2513,44150.86,8972.31,USA
2514,28504.24,8382.71,USA
2515,32491.97,11197.81,USA
2516,34.66,22062.01,BRA
2517,31589.9,7984.08,USA
2518,77581.45,1027.51,CHN
2519,84844.18,6089.54,USA
2520,20948.41,11881.88,USA
2521,16264.83,16121.28,CHN
2522,0,34245.98,BRA
2523,66793.89,8228.84,USA
2524,72862.88,7090.48,USA
2525,118993.28,3704.6,CHN
2526,14862.61,13664.19,IRN
2527,91524.9,5142.86,CHN
2528,59863.81,7250.04,USA
2529,67970.55,9993.85,CHN
2530,147.43,21081.8,BRA
2531,0,41489.54,CUB
2532,5495.5,19828.12,USA
2533,110.11,43288.39,IND
2534,10542.93,19614.65,USA
2535,149736.92,3148.73,CHN
2536,2346.51,7661.5,USA
2537,35138.62,4405.77,USA
2538,69983.35,3942.25,USA
2539,58328.87,3739.7,USA
2540,0,27890.87,BRA
2541,3132.47,33496,USA
2542,11355.76,16220.33,USA
2543,3.7,24907.77,BRA
2544,10084.03,13961.98,USA
2545,283.82,16764,BRA
2546,64747.49,5179.93,USA
2547,8005.45,6540.29,USA
2548,27269.2,9802.24,USA
