	0	1
444	    98882.38	     3683.26
445	    28711.11	     4209.51
446	    34314.29	    13444.40
447	      104.81	    12629.27
448	    72279.09	     4435.41
449	    69518.57	     3736.43
450	    22727.93	     5040.77
451	    21890.62	    12798.32
452	    85797.33	     4857.70
453	    66202.12	     8576.22
454	    59626.59	     6236.62
455	        0.00	    29038.27
456	    23857.83	    10577.01
457	    50512.68	     7979.60
458	    52312.04	     2422.45
459	    59638.56	     6242.07
460	    58945.59	     4675.74
461	    34523.17	     8790.82
462	       21.09	    32621.35
463	    55833.38	     4866.03
464	        0.00	    41339.16
465	    62668.74	     2216.59
466	   117306.57	      260.96
467	    56063.88	     6376.55
468	        0.00	    39416.82
469	    34998.04	     9728.57
470	    44792.62	     3016.72
471	   129831.33	     4253.88
472	   170046.13	      873.77
473	        0.00	    36454.30
474	     2939.21	     9931.65
475	     9221.77	    21783.32
476	    59015.35	     6395.11
477	    10101.54	    18160.85
478	    20368.91	     5606.68
479	    20270.19	      935.65
480	     6676.09	    23113.07
481	     6342.04	    18775.64
482	    65792.01	     6166.46
483	        1.49	    21358.02
484	     3998.94	    25859.27
485	    41116.19	     6761.33
486	    64073.60	     8666.67
487	     8233.39	     9118.60
488	    31868.66	     4097.15
489	    34987.45	     9698.03
490	   159321.27	     3366.52
491	    22532.77	    13379.82
492	    96500.92	      434.75
493	    33572.39	     2538.19
494	        0.00	    31072.49
495	     7527.30	     5708.08
496	     6049.60	     6897.03
497	     1793.43	     8746.17
498	      837.39	    26692.32
499	        0.00	    49142.58
500	    32281.13	     7716.94
501	     2821.72	     7711.49
502	     3443.68	    22809.61
503	     1091.58	    41188.71
504	     5279.92	    32163.42
505	    29050.86	    14091.37
506	   127569.30	      266.95
507	        0.99	    38471.76
508	        0.00	    27945.60
509	    16788.48	    14306.94
510	     4622.86	     6632.61
511	    74370.93	     5800.55
512	    38553.78	      817.62
513	    25937.71	     9485.14
514	   100444.35	     5943.36
515	    12516.84	     4127.52
516	    12867.99	    19893.97
517	   166761.39	     1116.53
518	     8938.68	     8345.96
519	       33.51	    33319.47
520	    43075.61	     2074.48
521	     3406.34	    12165.42
522	    78327.15	     5210.63
523	    13088.25	    18967.20
524	     8859.12	     1914.54
525	     7198.14	    21032.27
526	    48871.85	    10153.63
527	    31927.87	    12440.21
528	    26128.63	     3011.92
529	    24415.54	    13252.81
530	    55790.29	     4095.21
531	     2304.88	    27289.53
532	       31.31	    16660.58
533	    14000.32	    18285.38
534	    71043.93	     4903.48
535	      150.06	    13881.58
536	       68.64	    35260.95
537	        0.00	    38464.67
538	    33036.53	    10239.84
539	       33.30	    48263.37
540	        0.00	    39098.57
541	    48329.27	     1667.89
542	    91044.78	     6286.64
543	    82855.77	     1639.65
544	    33234.48	     4259.05
545	      349.74	    30903.73
546	     5239.66	    23073.72
547	       38.41	    30916.55
548	    43068.44	    11306.16
549	    45504.23	     8002.53
550	     1281.61	    26200.50
551	       85.02	    17217.15
552	     1786.46	    27941.24
553	    97603.98	     5842.98
554	        0.00	    35986.05
555	    33925.43	    12231.40
556	    61638.52	     5821.47
557	    51426.83	     9374.22
558	     5853.23	    16328.89
559	        0.00	    42308.46
560	    16569.91	     1755.03
561	    36401.26	     8890.50
562	   247446.55	      143.58
563	        0.00	    48584.32
564	    34607.90	     8390.12
565	    63244.48	     2389.40
566	    15894.79	    18843.18
567	    86349.99	     1418.68
568	    12836.77	    16868.87
569	    56417.74	     6241.32
570	    30247.57	     7210.94
571	   116708.30	     5219.01
572	    11329.30	    22032.16
573	    10709.83	    21959.49
574	     3449.39	    32806.20
575	    22751.84	     1693.61
576	     1231.32	     9114.79
577	    13257.48	    20020.82
578	      526.53	    39000.60
579	    36843.93	    11689.11
580	    77977.14	     2453.08
581	    38775.13	     9971.52
582	     7154.06	    21164.79
583	    13241.04	     7830.50
584	     6932.99	    18915.09
585	    50067.73	     8369.56
586	     7288.36	    19769.37
587	    79207.94	     6650.67
588	     9900.58	    22080.32
589	       32.52	    17101.07
590	    79652.88	     4942.72
591	    19595.52	    12047.83
592	    54409.36	     5297.81
593	      767.94	     8456.83
594	    82017.49	      491.95
595	        0.00	    49873.68
596	   102336.62	      327.94
597	    33868.91	     7928.84
598	    33173.86	    12080.45
599	    25167.93	     1912.74
600	    10634.27	    22479.13
601	    14442.53	    16063.26
602	        0.00	    23639.03
603	     1679.61	    13110.35
604	    57723.92	     7964.21
605	   109194.15	     4139.86
606	        0.00	    21645.53
607	    20597.26	    12105.84
608	    45142.27	     5475.41
609	     5706.94	    23663.76
610	     8815.87	     4750.11
611	    10543.96	    18736.59
612	    40084.75	    11483.60
613	    69020.55	     6334.07
614	    57050.90	     4885.78
615	    50324.91	     1058.38
616	    36421.30	     7586.53
617	     8078.61	     3531.34
618	    38906.80	    10550.80
619	     5546.90	     9090.44
620	    28599.57	    15905.12
621	    27393.90	    13229.04
622	        5.30	    28779.22
623	    53441.84	     8407.83
624	     2321.67	     5616.52
625	    55942.00	     7778.17
626	    11542.22	    12154.03
627	   142141.69	     2118.80
628	    30895.90	     5687.13
629	    56533.12	     5610.39
630	      939.82	     8895.93
631	    17818.00	     8139.04
632	    46198.50	     4326.32
633	        0.23	    25367.58
634	        0.00	    36158.94
635	        0.00	    27930.37
636	    34032.52	      689.81
637	     3778.44	    26964.88
638	     2443.70	     9154.08
639	    16890.73	     8201.66
640	    41311.71	    12091.45
641	    31716.69	     7995.67
642	    88045.15	     4156.23
643	     3879.47	    21357.15
644	        0.00	    45965.07
645	    51534.30	     6162.61
646	    72963.96	     7510.97
647	        3.51	    30744.20
648	      479.97	    20082.17
649	    23640.69	    14095.95
650	    44097.49	     1452.55
651	    52543.52	     6707.15
652	        0.00	    21176.86
653	        0.00	    52590.90
654	    42177.58	     9050.03
655	     6051.87	    12774.57
656	   107417.15	       39.98
657	    21270.06	    15604.33
658	    85911.65	     5946.37
659	     1075.64	    25597.89
660	    31283.60	     9301.30
661	    26395.48	     4068.28
662	     9736.55	    20185.53
663	    65943.36	      542.95
664	   160580.51	     1001.86
665	    33532.53	     3269.23
666	    17313.00	     2209.35
667	    86889.15	     5518.14
668	      651.74	    13111.27
669	    26226.67	     7554.57
670	    76607.11	     6829.27
671	    58079.56	     4758.00
672	   150712.23	     2229.15
673	   175589.96	     1753.29
674	    66342.19	     5403.33
675	    35512.03	    11021.75
676	    61287.56	     6312.68
677	      281.71	     9631.90
678	    18819.00	    14114.87
679	    87876.45	     4526.00
680	    51917.22	    10259.07
681	    91209.21	     5168.30
682	       12.58	    45466.38
683	       38.97	    33670.72
684	   117531.74	     2582.65
685	    51804.27	     2123.88
686	        2.86	    37776.12
687	      261.58	    34407.90
688	    38218.73	     7796.30
689	    32503.43	    15832.47
690	    34754.91	     5649.57
691	   134168.13	     1344.83
692	    19958.46	     1309.07
693	    34362.32	    11857.41
694	    57940.26	      324.13
695	      668.96	    13668.03
696	    20419.40	     7585.84
697	    14005.49	    12684.33
698	    25450.97	    15633.63
699	    50538.49	     9285.27
700	     5451.93	    14640.63
701	     5681.61	    13087.60
702	    63751.37	     3904.41
703	    53457.92	     7812.63
704	    35252.19	     3236.54
705	    26256.84	    10324.20
706	    51371.92	    10512.50
707	    38406.56	    12391.14
708	    61778.51	      658.61
709	    74964.14	     7010.92
710	     6778.37	    15257.04
711	   109117.20	      639.56
712	    55077.55	     6552.69
713	    90585.57	     1095.34
714	        0.00	    33788.89
715	     3843.56	    11118.87
716	    33574.84	     7218.31
717	    57984.30	     2999.95
718	    10604.21	     4411.12
719	     7355.30	    10002.40
720	    86198.79	     4077.85
721	    57698.74	     5937.14
722	    14827.02	    14071.72
723	      154.18	    34298.32
724	    55846.47	     5129.94
725	     6354.43	    22230.44
726	    18114.41	     3783.65
727	        0.00	    39911.98
728	    53687.65	     6254.88
729	       42.30	    36955.46
730	      209.90	    22046.76
731	    70226.65	     5217.79
732	    95725.61	     4403.32
733	     1986.20	    23069.23
734	     3208.51	    31464.63
735	    20489.71	    14714.05
736	    16405.64	    21601.94
737	     2998.60	    25056.58
738	    70467.10	     1942.18
739	    15719.33	    14118.40
740	    36009.92	     2346.73
741	       62.29	    15684.47
742	        0.00	    33584.69
743	    32815.29	    10587.10
744	     3521.08	     7485.32
745	   102398.57	     2576.00
746	        0.00	    51934.01
747	    81214.35	     4911.86
748	    92796.38	      439.20
749	    44289.51	     6444.71
750	      121.00	    11417.90
751	        0.00	    34113.66
752	    62604.06	     5144.60
753	    77632.84	     7687.39
754	        0.21	    24809.34
755	    25350.83	     1473.03
756	     3226.80	     9861.64
757	    21718.82	    13364.86
758	    85040.95	     6221.05
759	    31888.37	    10137.05
760	     6706.66	    19762.16
761	       29.61	    25057.04
762	        0.00	    46592.07
763	        5.90	    26473.53
764	   123829.75	     2918.33
765	    20946.46	    13916.51
766	        8.95	    16944.26
767	    86217.51	     3511.26
768	        0.00	    34510.92
769	    27048.84	    11257.02
770	     2345.75	    23602.97
771	    74820.90	     7704.33
772	    88622.11	     5368.50
773	    84087.91	     6433.76
774	        1.13	    25268.56
775	     9542.56	    23516.36
776	    21453.96	     6791.92
777	    26118.93	    15480.85
778	       58.04	    18196.83
779	    64786.28	     3206.23
780	   100088.71	      812.88
781	    86313.58	      710.31
782	    80289.59	     3074.10
783	    30971.54	    12621.99
784	     2869.37	    11223.09
785	     1124.79	    11538.67
786	    61820.61	     4333.12
787	    76730.30	     1716.42
788	    10159.42	     4570.70
789	    81539.48	     7121.98
790	    25847.08	    12334.20
791	    97980.65	     3127.84
792	    66692.82	     4749.09
793	    39924.05	     6032.89
794	        0.00	    51757.50
795	    49969.67	     1163.30
796	    99635.71	     5536.33
797	    29847.72	     1374.04
798	   126978.24	      543.93
799	    36970.44	     8247.40
800	      927.58	    14038.33
801	    16764.73	    14528.84
802	    29301.45	    12356.12
803	   111730.64	     3815.55
804	    90356.22	     4592.61
805	        0.00	    33020.54
806	   183455.07	      912.82
807	    52810.80	     9474.77
808	    15100.16	    17488.53
809	    55186.01	      158.22
810	    25029.89	    19330.57
811	    56154.67	     4079.88
812	    28731.16	    11341.18
813	   119399.61	     4426.77
814	    64130.67	     4481.25
815	   185439.24	     1298.44
816	      108.62	    52610.43
817	    15822.81	    15326.13
818	    65317.59	     5302.02
819	      381.99	    30043.01
820	    32839.01	     8720.19
821	    36175.77	     5775.62
822	        0.00	    39876.07
823	    13314.50	    17100.23
824	    71310.86	     2648.39
825	    52564.72	     5580.01
826	    10977.79	    15511.25
827	        0.00	    32695.16
828	    31020.82	     9759.31
829	    96046.12	     2716.93
830	    33572.00	     3263.87
831	    31242.09	     2977.60
832	    41254.19	     7905.28
833	    21997.34	     2413.25
834	   113361.42	       77.38
835	        0.00	    29123.61
836	    10225.66	     3040.64
837	   108734.55	     5658.89
838	        0.00	    36923.10
839	   104349.31	      411.53
840	    51319.57	     7004.70
841	    53524.90	     9177.91
842	   119365.38	      940.34
843	    42214.43	     6723.82
844	     9516.49	    18143.82
845	     6280.90	    14410.49
846	        1.62	    44853.23
847	    42829.92	     1040.53
848	     2849.65	     5929.92
849	    46384.74	     8404.66
850	      779.92	     6690.68
851	     6650.74	    23359.07
852	    63619.17	     5764.66
853	      225.12	    37563.44
854	     5828.98	    21890.99
855	    12789.48	    10372.40
856	    31435.14	     7263.04
857	      786.18	    40442.92
858	     8080.25	    17466.31
859	     3071.05	    27325.93
860	        0.00	    23770.29
861	     4517.34	    11277.73
862	   274327.18	       18.54
863	   106399.19	     5970.16
864	    35125.03	    10231.14
865	     1730.70	    11943.33
866	       87.60	    23060.02
867	    67979.56	     4279.63
868	    30738.62	    12134.20
869	    41919.66	     7659.14
870	     9282.66	     3945.93
871	        0.00	    35811.79
872	    17224.71	     4774.42
873	    35978.05	     8168.14
874	     4510.84	    16691.09
875	     9171.39	     9970.72
876	    72703.87	     3558.57
877	    35274.89	     8299.91
878	    21752.84	     3212.45
879	    52161.89	     4857.54
880	    15652.73	    17764.82
881	    36230.96	     6457.25
882	      891.22	    14507.62
883	    80578.61	     5335.45
884	      298.01	    11592.48
885	     5847.58	    20479.59
886	    66073.76	     6131.29
887	    11638.63	     9181.94
888	    30352.05	      911.24
889	    62647.83	     4260.80
890	        0.00	    43715.66
891	    63487.60	     5314.85
892	     7346.96	     2420.96
893	        1.01	    28230.25
894	     3570.91	    18218.29
895	    76340.81	       84.09
896	    13819.36	    14126.38
897	    53709.67	     6250.22
898	    78221.30	     3875.83
899	    34934.74	    11576.86
900	     3524.22	    20869.62
901	    20934.11	    13174.45
902	    29298.53	     3280.78
903	      304.11	    20141.28
904	    28553.64	     2570.19
905	    80953.22	     1357.23
906	        0.00	    28407.50
907	    21331.41	     6222.80
908	     4398.03	    12411.05
909	    17057.63	    14189.21
910	    14896.20	    17648.93
911	     6921.94	    24279.47
912	    11756.83	    17333.17
913	    47147.35	     7522.83
914	     9524.86	     8742.02
915	    85634.67	     5120.18
916	    66739.27	     4691.64
917	      796.65	    27080.55
918	    38289.97	     3135.04
919	    40822.07	      505.74
920	    37136.91	     8371.07
921	    24815.54	    12013.95
922	    63672.20	     4689.67
923	     8707.20	     5556.91
924	    48362.57	     9607.41
925	    60342.02	     5639.33
926	   105984.77	     3678.68
927	     2695.37	     7318.58
928	    40511.63	     9645.59
929	     1088.80	    13408.75
930	     5457.97	    19722.00
931	      680.87	    23806.44
932	    58122.51	     8415.07
933	    13113.00	    14942.70
934	        0.00	    30474.07
935	    46876.31	     4924.52
936	    15013.67	    16037.52
937	    99094.29	     3098.08
938	    41929.95	     7809.19
939	   102484.96	     5359.35
940	    10128.84	    10181.09
941	    34166.46	     2356.25
942	    41510.30	     5629.78
943	    23491.18	    12423.78
944	      462.50	    16963.27
945	    62457.20	     9424.40
946	     9301.78	    14912.58
947	    32414.47	     5704.67
948	    12815.10	    16488.58
949	    60730.76	     2420.89
950	      986.17	    28064.90
951	     5929.82	    17756.84
952	       16.83	    31344.40
953	        0.00	    36218.37
954	    36107.49	     7509.18
955	      219.15	    21097.86
956	     7318.84	     3223.38
957	    57882.27	     9068.81
958	   186107.78	      432.33
959	    10803.83	    11300.42
960	    70332.83	      946.35
961	    13668.20	    16569.79
962	    50397.53	     8285.76
963	    14501.52	    17739.41
964	    39038.76	     6260.36
965	    66195.35	     4639.09
966	    97105.00	     2544.96
967	       43.20	    23368.94
968	     7076.88	     5991.00
969	    17709.01	     3513.76
970	     1520.93	    29006.67
971	      618.31	    15221.18
972	     3064.49	    12790.31
973	        0.00	    28844.15
974	   102368.89	     2161.44
975	        9.96	    41256.92
976	    11264.03	     2820.46
977	    18446.59	    16000.89
978	      361.35	    17970.02
979	     6685.33	     7931.95
980	     5378.91	    11950.05
981	    10594.49	    19582.01
982	    12812.79	    15965.00
983	    21761.99	    13296.52
984	    11235.88	     2350.71
985	    48558.84	     3772.39
986	     1065.30	    22074.82
987	    39504.82	    10164.76
988	    50002.33	    10290.74
989	    68054.31	     3734.81
990	        0.00	    37236.26
991	        0.00	    45580.28
992	    51670.00	     9723.59
993	        0.00	    46883.98
994	    18534.91	    13245.03
995	        0.00	    29140.20
996	    12405.66	     3923.39
997	    17167.50	    14372.96
998	    14554.24	     8280.91
999	        0.00	    42349.25
1000	    60213.17	     1154.24
1001	    60312.90	     6672.09
1002	     9330.05	    21324.90
1003	    43270.52	     1937.22
1004	     8431.56	     4253.37
1005	    68781.93	     6979.87
1006	    88806.57	     4761.15
1007	     4074.69	    29005.38
1008	   107286.12	     2583.49
1009	    65493.92	     4202.73
1010	        0.33	    40560.21
1011	     2769.02	    11345.18
1012	      334.97	    14549.41
1013	    39388.45	     6571.64
1014	      428.61	    34004.02
1015	    63505.33	     4734.79
1016	     1465.85	     7365.17
