,LOCATION,ID,CZ,Heating,Cooling,Country,File_name,Total Energy
621,SELFRIDGE ANGB,725377,5A,40241.59,5956.78,USA,USA_MI_Mount.Clemens-Selfridge.ANGB.725377_TMY3,46198.37
622,ST.CLAIR COUNTY INT,725384,5A,49452.38,7810.37,USA,USA_MI_St.Clair.County.Intl.AP.725384_TMY3,57262.75
623,TRAVERSE CITY CHERRY CAPITAL,726387,6A,68122.68,5083.32,USA,USA_MI_Traverse.City.726387_TMY2,73206
624,TRAVERSE CITY CHERRY CAPITAL,726387,6A,65514.4,4758.07,USA,USA_MI_Traverse.City-Cherry.Capital.AP.726387_TMY3,70272.47
625,TRAVERSE CITY CHERRY CAPITAL,726387,6A,66739.27,4691.64,USA,USA_MI_Traverse.City-Cherry.Capital.AP.726387_TMY,71430.91
626,AITKIN NDB(AWOS),727504,7,88045.15,4156.23,USA,USA_MN_Aitkin.AWOS.727504_TMY3,92201.38
627,ALBERT LEA (AWOS),726589,6A,63384.5,8905.51,USA,USA_MN_Albert.Lea.AWOS.726589_TMY3,72290.01
628,ALEXANDRIA MUNICIPAL AP,726557,6A,97603.98,5842.98,USA,USA_MN_Alexandria.Muni.AP.726557_TMY3,103446.96
629,AUSTIN MUNI,727566,6A,77943.08,6466.18,USA,USA_MN_Austin.Muni.AP.727566_TMY3,84409.26
630,BAUDETTE INTERNATIONAL AP,727476,7,88671.59,4149.18,USA,USA_MN_Baudette.Intl.AP.727476_TMY3,92820.77
631,BEMIDJI MUNICIPAL,727550,7,93836.16,4660.01,USA,USA_MN_Bemidji.Muni.AP.727550_TMY3,98496.17
632,BENSON MUNI,727507,6A,84815.97,6896.75,USA,USA_MN_Benson.Muni.AP.727507_TMY3,91712.72
633,BRAINERD/WIELAND,726555,7,85797.33,4857.7,USA,USA_MN_Brainerd-Crow.Wing.County.AP.726555_TMY3,90655.03
634,CAMBRIDGE MUNI,727503,6A,85911.65,5946.37,USA,USA_MN_Cambridge.Muni.AP.727503_TMY3,91858.02
635,CLOQUET (AWOS),726558,7,88863,4334.28,USA,USA_MN_Cloquet.AWOS.726558_TMY3,93197.28
636,CRANE LAKE (AWOS),727473,7,97528.43,3795.56,USA,USA_MN_Crane.Lake.AWOS.727473_TMY3,101323.99
637,CROOKSTON MUNI FLD,727452,7,91209.21,5168.3,USA,USA_MN_Crookston.Muni.Field.727452_TMY3,96377.51
638,DETROIT LAKES(AWOS),727457,6A,85714.79,5687.3,USA,USA_MN_Detroit.Lakes.AWOS.727457_TMY3,91402.09
639,DULUTH INTERNATIONAL ARPT,727450,7,103177.68,2888.9,USA,USA_MN_Duluth.727450_TMY2,106066.58
640,DULUTH INTERNATIONAL ARPT,727450,7,102398.57,2576,USA,USA_MN_Duluth.Intl.AP.727450_TMY,104974.57
641,DULUTH INTERNATIONAL ARPT,727450,7,96715.38,3231.2,USA,USA_MN_Duluth.Intl.AP.727450_TMY3,99946.58
642,ELY MUNI,727459,7,93036.62,4193.08,USA,USA_MN_Ely.Muni.AP.727459_TMY3,97229.7
643,EVELETH MUNI (AWOS),727474,7,100409.25,4425.44,USA,USA_MN_Eveleth.Muni.AWOS.727474_TMY3,104834.69
644,FAIRMONT MUNI(AWOS),726586,6A,68988.26,6679.05,USA,USA_MN_Fairmont.Muni.AWOS.726586_TMY3,75667.31
645,FARIBAULT MUNI AWOS,726563,6A,69094.37,6668.24,USA,USA_MN_Faribault.Muni.AWOS.726563_TMY3,75762.61
646,FERGUS FALLS(AWOS),726560,6A,74899.5,6646.24,USA,USA_MN_Fergus.Falls.AWOS.726560_TMY3,81545.74
647,FLYING CLOUD,726579,6A,77089.63,8494.85,USA,USA_MN_Edin.Prairie-Flying.Cloud.AP.726579_TMY3,85584.48
648,FOSSTON(AWOS),727505,7,102444.95,4323.24,USA,USA_MN_Fosston.AWOS.727505_TMY3,106768.19
649,GLENWOOD (ASOS),726547,6A,84087.91,6433.76,USA,USA_MN_Glenwood.AWOS.726547_TMY3,90521.67
650,GRAND RAPIDS(AWOS),727458,7,88806.57,4761.15,USA,USA_MN_Grand.Rapids.AWOS.727458_TMY3,93567.72
651,HALLOCK,727478,7,106399.19,5970.16,USA,USA_MN_Hallock.727478_TMY3,112369.35
652,HIBBING CHISHOLM-HIBBING AP,727455,7,102155.82,3986.82,USA,USA_MN_Hibbing-Chisholm.Hibbing.AP.727455_TMY3,106142.64
653,HUTCHINSON (AWOS),726569,6A,80136.69,7316.16,USA,USA_MN_Hutchinson.AWOS.726569_TMY3,87452.85
654,INTERNATIONAL FALLS INTL AP,727470,7,110854.67,4057.34,USA,USA_MN_International.Falls.Intl.AP.727470_TMY3,114912.01
655,INTERNATIONAL FALLS INTL AP,727470,7,113242.7,3035.65,USA,USA_MN_International.Falls.Intl.AP.727470_TMY,116278.35
656,INTERNATIONAL FALLS INTL AP,727470,7,108791.5,2972.53,USA,USA_MN_International.Falls.727470_TMY2,111764.03
657,LITCHFIELD MUNI,726583,6A,78721.98,6763.46,USA,USA_MN_Litchfield.Muni.AP.726583_TMY3,85485.44
658,LITTLE FALLS (AWOS),726578,6A,90325.79,5487.16,USA,USA_MN_Little.Falls.AWOS.726578_TMY3,95812.95
659,MANKATO(AWOS),726585,6A,72862.88,7090.48,USA,USA_MN_Mankato.AWOS.726585_TMY3,79953.36
660,MARSHALL/RYAN(AWOS),726559,6A,71358.19,6795.15,USA,USA_MN_Marshall.Muni-Ryan.Field.AWOS.726559_TMY3,78153.34
661,MINNEAPOLIS/CRYSTAL,726575,6A,85006.46,5594.34,USA,USA_MN_Minneapolis-Crystal.AP.726575_TMY3,90600.8
662,MINNEAPOLIS-ST PAUL INT'L ARP,726580,6A,79207.94,6650.67,USA,USA_MN_Minneapolis-St.Paul.726580_TMY2,85858.61
663,MINNEAPOLIS-ST PAUL INT'L ARP,726580,6A,72628.47,7147.54,USA,USA_MN_Minneapolis-St.Paul.Intl.AP.726580_TMY3,79776.01
664,MINNEAPOLIS-ST PAUL INT'L ARP,726580,6A,81662.06,6623.82,USA,USA_MN_Minneapolis-St.Paul.Intl.AP.726580_TMY,88285.88
665,MORA MUNI (AWOS),727475,6A,86889.15,5518.14,USA,USA_MN_Mora.Muni.AWOS.727475_TMY3,92407.29
666,MORRIS MUNI (AWOS),726565,6A,87426.85,5366.86,USA,USA_MN_Morris.Muni.AWOS.726565_TMY3,92793.71
667,NEW ULM MUNI (AWOS),726567,6A,73218.74,7265.89,USA,USA_MN_New.Ulm.Muni.AWOS.726567_TMY3,80484.63
668,ORR,726544,7,106638.45,3378.24,USA,USA_MN_Orr.Rgnl.AP.726544_TMY3,110016.69
669,OWATONNA (AWOS),726568,6A,72751.54,7290.82,USA,USA_MN_Owatonna.AWOS.726568_TMY3,80042.36
670,PARK RAPIDS MUNICIPAL AP,727453,7,96363.2,4095.91,USA,USA_MN_Park.Rapids.Muni.AP.727453_TMY3,100459.11
671,PIPESTONE (AWOS),726566,6A,92223.47,7586.76,USA,USA_MN_Pipestone.AWOS.726566_TMY3,99810.23
672,RED WING,726564,6A,73609.74,7761.33,USA,USA_MN_Red.Wing.Muni.AP.726564_TMY3,81371.07
673,REDWOOD FALLS MUNI,726556,6A,82539.27,6048.7,USA,USA_MN_Redwood.Falls.Muni.AP.726556_TMY3,88587.97
674,ROCHESTER INTERNATIONAL ARPT,726440,6A,81214.35,4911.86,USA,USA_MN_Rochester.Intl.AP.726440_TMY,86126.21
675,ROCHESTER INTERNATIONAL ARPT,726440,6A,80900.07,5319.77,USA,USA_MN_Rochester.726440_TMY2,86219.84
676,ROCHESTER INTERNATIONAL ARPT,726440,6A,83626.78,5620.55,USA,USA_MN_Rochester.Intl.AP.726440_TMY3,89247.33
677,ROSEAU MUNI (AWOS),727477,7,102020.61,3465.45,USA,USA_MN_Roseau.Muni.AWOS.727477_TMY3,105486.06
678,SILVER BAY,727556,7,96046.12,2716.93,USA,USA_MN_Silver.Bay.Muni.AP.727556_TMY3,98763.05
679,SOUTH ST PAUL MUNI,726603,6A,80543.51,8414.71,USA,USA_MN_South.St.Paul.Muni.AP.726603_TMY3,88958.22
680,ST CLOUD REGIONAL ARPT,726550,6A,89239.25,5272.84,USA,USA_MN_Saint.Cloud.726550_TMY2,94512.09
681,ST CLOUD REGIONAL ARPT,726550,6A,92199.31,5807.14,USA,USA_MN_St.Cloud.Muni.AP.726550_TMY3,98006.45
682,ST PAUL DOWNTOWN AP,726584,6A,79397.05,6607.13,USA,USA_MN_St.Paul-Downtown.AP.726584_TMY3,86004.18
683,THIEF RIVER(AWOS),727555,7,95725.61,4403.32,USA,USA_MN_Thief.River.AWOS.727555_TMY3,100128.93
684,TWO HARBORS,727444,7,86198.79,4077.85,USA,USA_MN_Two.Harbors.Muni.AP.727444_TMY3,90276.64
685,WHEATON NDB (AWOS),727533,6A,91556.78,6542.99,USA,USA_MN_Wheaton.AWOS.727533_TMY3,98099.77
686,WILLMAR,726576,6A,71076.12,7034.7,USA,USA_MN_Willmar.Muni.AP.726576_TMY3,78110.82
687,WINONA MUNI (AWOS),726588,5A,74430.99,7253.21,USA,USA_MN_Winona.Muni.AWOS.726588_TMY3,81684.2
688,WORTHINGTON (AWOS),726587,6A,75684.54,6742.72,USA,USA_MN_Worthington.AWOS.726587_TMY3,82427.26
689,COLUMBUS AFB,723306,3A,22041.88,17547.57,USA,USA_MS_Columbus.AFB.723306_TMY3,39589.45
690,GOLDEN TRI(AWOS),723307,3A,20871.58,16821.03,USA,USA_MS_Golden.Triangle.Rgnl.AWOS.723307_TMY3,37692.61
691,GREENWOOD LEFLORE ARPT,722359,3A,14226.85,18212.94,USA,USA_MS_Greenwood-Leflore.AP.722359_TMY3,32439.79
692,HATTIESBURG LAUREL,722348,3A,11686.9,17390.67,USA,USA_MS_Hattiesburg-Laurel.AP.722348_TMY3,29077.57
693,JACKSON INTERNATIONAL AP,722350,3A,12439.64,17924.97,USA,USA_MS_Jackson.Intl.AP.722350_TMY,30364.61
694,JACKSON INTERNATIONAL AP,722350,3A,13158.15,18460.64,USA,USA_MS_Jackson.Intl.AP.722350_TMY3,31618.79
695,JACKSON INTERNATIONAL AP,722350,3A,13502.09,17669.18,USA,USA_MS_Jackson.722350_TMY2,31171.27
696,KEESLER AFB/BILOXI,747686,2A,8350.11,21656.86,USA,USA_MS_Biloxi-Keesler.AFB.747686_TMY3,30006.97
697,MCCOMB PIKE COUNTY AP,722358,3A,10556.65,18999.67,USA,USA_MS_McComb-Pike.Co.AP.722358_TMY3,29556.32
698,MERIDIAN KEY FIELD,722340,3A,14009.36,16395.99,USA,USA_MS_Meridian.722340_TMY2,30405.35
699,MERIDIAN KEY FIELD,722340,3A,12836.77,16868.87,USA,USA_MS_Meridian-Key.Field.722340_TMY,29705.64
700,MERIDIAN KEY FIELD,722340,3A,13314.5,17100.23,USA,USA_MS_Meridian-Key.Field.722340_TMY3,30414.73
701,MERIDIAN NAAS,722345,3A,11323.04,18332.13,USA,USA_MS_Meridian.NAS.722345_TMY3,29655.17
702,NATCHEZ/HARDY(AWOS),722357,3A,9516.49,18143.82,USA,USA_MS_Natchez-Hardy.Anders.Field.722357_TMY3,27660.31
703,TUPELO C D LEMONS ARPT,723320,3A,17052.66,16542.71,USA,USA_MS_Tupelo.Muni-C.D.Lemons.AP.723320_TMY3,33595.37
704,CAPE GIRARDEAU MUNICIPAL AP,723489,4A,32067.66,11428.66,USA,USA_MO_Cape.Girardeau.Muni.AP.723489_TMY3,43496.32
705,COLUMBIA REGIONAL AIRPORT,724450,4A,40005.08,10992.54,USA,USA_MO_Columbia.724450_TMY2,50997.62
706,COLUMBIA REGIONAL AIRPORT,724450,4A,42100.64,10997.54,USA,USA_MO_Columbia.Rgnl.AP.724450_TMY3,53098.18
707,COLUMBIA REGIONAL AIRPORT,724450,4A,38968.76,10702.5,USA,USA_MO_Columbia.Rgnl.AP.724450_TMY,49671.26
708,JEFFERSON CITY MEM,724458,4A,30788.28,13350.4,USA,USA_MO_Jefferson.City.Mem.AP.724458_TMY3,44138.68
709,JOPLIN MUNICIPAL AP,723495,4A,25450.97,15633.63,USA,USA_MO_Joplin.Muni.AP.723495_TMY3,41084.6
710,KAISER MEM (AWOS),724459,4A,31562.26,13324.1,USA,USA_MO_Kaiser-Lee.Fine.Mem.AWOS.724459_TMY3,44886.36
711,KANSAS CITY DOWNTOWN AP,724463,4A,28392.57,15343.3,USA,USA_MO_Kansas.City.Downtown.AP.724463_TMY3,43735.87
712,KANSAS CITY INT'L ARPT,724460,4A,44436.72,11746.76,USA,USA_MO_Kansas.City.Intl.AP.724460_TMY3,56183.48
713,KANSAS CITY INT'L ARPT,724460,4A,38412.74,12345.98,USA,USA_MO_Kansas.City.724460_TMY2,50758.72
714,KIRKSVILLE REGIONAL AP,724455,5A,60327.61,10132.68,USA,USA_MO_Kirksville.Muni.AP.724455_TMY3,70460.29
715,POPLAR BLUFF(AMOS),723300,4A,26367.83,14263.71,USA,USA_MO_Poplar.Bluff.AWOS.723300_TMY3,40631.54
716,SPRINGFIELD REGIONAL ARPT,724400,4A,34934.74,11576.86,USA,USA_MO_Springfield.724400_TMY2,46511.6
717,SPRINGFIELD REGIONAL ARPT,724400,4A,31906.79,11212.11,USA,USA_MO_Springfield.Rgnl.AP.724400_TMY,43118.9
718,SPRINGFIELD REGIONAL ARPT,724400,4A,33367.08,11568.23,USA,USA_MO_Springfield.Rgnl.AP.724400_TMY3,44935.31
719,ST LOUIS LAMBERT INT'L ARPT,724340,4A,37613.6,12466.46,USA,USA_MO_St.Louis-Lambert.Intl.AP.724340_TMY,50080.06
720,ST LOUIS LAMBERT INT'L ARPT,724340,4A,36123.93,12578.98,USA,USA_MO_St.Louis-Lambert.Intl.AP.724340_TMY3,48702.91
721,ST LOUIS LAMBERT INT'L ARPT,724340,4A,40274.26,12348.53,USA,USA_MO_St.Louis.724340_TMY2,52622.79
722,ST LOUIS SPIRIT OF ST LOUIS A,724345,4A,29723.88,12016.28,USA,USA_MO_St.Louis-Spirit.of.St.Louis.AP.724345_TMY3,41740.16
723,VICHY ROLLA NATL ARPT,724456,4A,34220.28,8547.79,USA,USA_MO_Rolla.National.AP.724456_TMY3,42768.07
724,WHITEMAN AFB,724467,4A,35982.08,11910.87,USA,USA_MO_Whiteman.AFB.724467_TMY3,47892.95
725,BILLINGS LOGAN INT'L ARPT,726770,6B,61287.56,6312.68,USA,USA_MT_Billings-Logan.Intl.AP.726770_TMY,67600.24
726,BILLINGS LOGAN INT'L ARPT,726770,6B,53687.65,6254.88,USA,USA_MT_Billings-Logan.Intl.AP.726770_TMY3,59942.53
727,BILLINGS LOGAN INT'L ARPT,726770,6B,58961.25,6013.4,USA,USA_MT_Billings.726770_TMY2,64974.65
728,BOZEMAN GALLATIN FIELD,726797,6B,66342.19,5403.33,USA,USA_MT_Bozeman-Gallatin.Field.726797_TMY3,71745.52
729,BUTTE BERT MOONEY ARPT,726785,6B,69518.57,3736.43,USA,USA_MT_Butte-Bert.Mooney.AP.726785_TMY3,73255
730,CUT BANK MUNI AP,727796,6B,64786.28,3206.23,USA,USA_MT_Cut.Bank.Muni.AP.727796_TMY3,67992.51
731,CUT BANK MUNI AP,727796,6B,71310.86,2648.39,USA,USA_MT_Cut.Bank.727796_TMY2,73959.25
732,CUT BANK MUNI AP,727796,6B,80248.29,3429.9,USA,USA_MT_Cut.Bank.Muni.AP.727796_TMY,83678.19
733,DILLON AIRPORT,726796,6B,64122.26,4277.96,USA,USA_MT_Dillon.726796_TMY,68400.22
734,GLASGOW INTL ARPT,727680,6B,87281.13,5283.04,USA,USA_MT_Glasgow.727680_TMY2,92564.17
735,GLASGOW INTL ARPT,727680,6B,88495.97,5451.21,USA,USA_MT_Glasgow.Intl.AP.727680_TMY,93947.18
736,GLASGOW INTL ARPT,727680,6B,79088.88,5752.32,USA,USA_MT_Glasgow.Intl.AP.727680_TMY3,84841.2
737,GLENDIVE(AWOS),726676,6B,84844.18,6089.54,USA,USA_MT_Glendive.AWOS.726676_TMY3,90933.72
738,GREAT FALLS INTL ARPT,727750,6B,65834.93,4745,USA,USA_MT_Great.Falls.Intl.AP.727750_TMY3,70579.93
739,GREAT FALLS INTL ARPT,727750,6B,62990.15,5000.8,USA,USA_MT_Great.Falls.Intl.AP.727750_TMY,67990.95
740,HAVRE CITY-COUNTY AP,727770,6B,74529.57,5647.8,USA,USA_MT_Havre.City-County.AP.727770_TMY3,80177.37
741,HELENA REGIONAL AIRPORT,727720,6B,58945.59,4675.74,USA,USA_MT_Helena.Rgnl.AP.727720_TMY3,63621.33
742,HELENA REGIONAL AIRPORT,727720,6B,64130.67,4481.25,USA,USA_MT_Helena.727720_TMY2,68611.92
743,HELENA REGIONAL AIRPORT,727720,6B,63505.33,4734.79,USA,USA_MT_Helena.Rgnl.AP.727720_TMY,68240.12
744,KALISPELL GLACIER PK INT'L AR,727790,6B,60518.72,4089.54,USA,USA_MT_Kalispell-Glacier.Park.Intl.AP.727790_TMY3,64608.26
745,KALISPELL GLACIER PK INT'L AR,727790,6B,64930.72,3512.72,USA,USA_MT_Kalispell.727790_TMY2,68443.44
746,LEWISTOWN MUNICIPAL ARPT,726776,6B,66644.37,4281.62,USA,USA_MT_Lewistown.Muni.AP.726776_TMY,70925.99
747,LEWISTOWN MUNICIPAL ARPT,726776,6B,69489.96,4274.51,USA,USA_MT_Lewistown.726776_TMY2,73764.47
748,LEWISTOWN MUNICIPAL ARPT,726776,6B,61977.52,3691.42,USA,USA_MT_Lewistown.Muni.AP.726776_TMY3,65668.94
749,MALMSTROM AFB,727755,6B,66692.82,4749.09,USA,USA_MT_Great.Falls.727755_TMY2,71441.91
750,MILES CITY MUNICIPAL ARPT,742300,6B,76627.33,6910.6,USA,USA_MT_Miles.City.Muni.AP.742300_TMY,83537.93
751,MILES CITY MUNICIPAL ARPT,742300,6B,69290.89,7081.47,USA,USA_MT_Miles.City.Muni.AP.742300_TMY3,76372.36
752,MILES CITY MUNICIPAL ARPT,742300,6B,72107.83,6335.79,USA,USA_MT_Miles.City.742300_TMY2,78443.62
753,MISSOULA INTERNATIONAL AP,727730,6B,53888.12,4854.2,USA,USA_MT_Missoula.Intl.AP.727730_TMY3,58742.32
754,MISSOULA INTERNATIONAL AP,727730,6B,63625.73,4714.4,USA,USA_MT_Missoula.727730_TMY2,68340.13
755,MISSOULA INTERNATIONAL AP,727730,6B,55942.34,4334.11,USA,USA_MT_Missoula.Intl.AP.727730_TMY,60276.45
756,SIDNEY-RICHLAND,727687,6B,99635.71,5536.33,USA,USA_MT_Sidney-Richland.Muni.AP.727687_TMY3,105172.04
757,AINSWORTH MUNICIPAL,725556,5A,46713.12,7935.9,USA,USA_NE_Ainsworth.Muni.AP.725556_TMY3,54649.02
758,ALLIANCE MUNICIPAL,725635,5A,57423.28,8067.42,USA,USA_NE_Alliance.Muni.AP.725635_TMY3,65490.7
759,BEATRICE MUNICIPAL,725515,5A,43018.39,10250.36,USA,USA_NE_Beatrice.Muni.AP.725515_TMY3,53268.75
760,BREWSTER FIELD ARPT,725628,5A,54622.19,8257.92,USA,USA_NE_Holdrege-Brewster.Field.725628_TMY3,62880.11
761,COLUMBUS MUNI,725565,5A,58797.48,9407.11,USA,USA_NE_Columbus.Muni.AP.725565_TMY3,68204.59
762,FREMONT MUNI ARPT,725564,5A,66202.12,8576.22,USA,USA_NE_Fremont.Muni.AP.725564_TMY3,74778.34
763,GRAND ISLAND CENTRAL NE REGIO,725520,5A,57882.27,9068.81,USA,USA_NE_Grand.Island-Central.Nebraska.Rgnl.AP.725520_TMY,66951.08
764,GRAND ISLAND CENTRAL NE REGIO,725520,5A,59153.27,8607.19,USA,USA_NE_Grand.Island.725520_TMY2,67760.46
765,GRAND ISLAND CENTRAL NE REGIO,725520,5A,61620.89,9700.08,USA,USA_NE_Grand.Island-Central.Nebraska.Rgnl.AP.725520_TMY3,71320.97
766,HASTINGS MUNICIPAL,725525,5A,51917.22,10259.07,USA,USA_NE_Hastings.Muni.AP.725525_TMY3,62176.29
767,KEARNEY MUNI (AWOS),725526,5A,50274,8279.96,USA,USA_NE_Kearney.Muni.AWOS.725526_TMY3,58553.96
768,LINCOLN MUNICIPAL ARPT,725510,5A,49026.9,10882.07,USA,USA_NE_Lincoln.Muni.AP.725510_TMY3,59908.97
769,MCCOOK MUNICIPAL,725625,5A,46281.64,11641.49,USA,USA_NE_McCook.Muni.AP.725625_TMY3,57923.13
770,NORFOLK KARL STEFAN MEM ARPT,725560,5A,64073.6,8666.67,USA,USA_NE_Norfolk.725560_TMY2,72740.27
771,NORFOLK KARL STEFAN MEM ARPT,725560,5A,66687.6,9122.22,USA,USA_NE_Norfolk-Karl.Stefan.Mem.AP.725560_TMY3,75809.82
772,NORTH PLATTE REGIONAL AP,725620,5A,53223.07,8314.85,USA,USA_NE_North.Platte.Rgnl.AP.725620_TMY3,61537.92
773,NORTH PLATTE REGIONAL AP,725620,5A,59866.67,8046.08,USA,USA_NE_North.Platte.725620_TMY2,67912.75
774,NORTH PLATTE REGIONAL AP,725620,5A,58740.39,7823.1,USA,USA_NE_North.Platte.Rgnl.AP.725620_TMY,66563.49
775,O`NEILL/BAKER FIELD,725566,5A,77632.84,7687.39,USA,USA_NE_ONeill-Baker.Field.725566_TMY3,85320.23
776,OFFUTT AFB/BELLEVUE,725540,5A,54193.73,10378.89,USA,USA_NE_Bellevue-Offutt.AFB.725540_TMY3,64572.62
777,OMAHA EPPLEY AIRFIELD,725500,5A,53842.64,10055.85,USA,USA_NE_Omaha.725500_TMY2,63898.49
778,OMAHA EPPLEY AIRFIELD,725500,5A,52311.72,10113.09,USA,USA_NE_Omaha-Eppley.Airfield.725500_TMY,62424.81
779,OMAHA EPPLEY AIRFIELD,725500,5A,50694.06,11284.4,USA,USA_NE_Omaha-Eppley.Airfield.725500_TMY3,61978.46
780,OMAHA WSFO,725530,5A,56815.7,10910.27,USA,USA_NE_Omaha.WSFO.725530_TMY3,67725.97
781,SCOTTSBLUFF W B HEILIG FIELD,725660,5A,56592.12,7110.11,USA,USA_NE_Scottsbluff-W.B.Heilig.Field.725660_TMY,63702.23
782,SCOTTSBLUFF W B HEILIG FIELD,725660,5A,53457.92,7812.63,USA,USA_NE_Scottsbluff-W.B.Heilig.Field.725660_TMY3,61270.55
783,SCOTTSBLUFF W B HEILIG FIELD,725660,5A,51938.23,7438.5,USA,USA_NE_Scottsbluff.725660_TMY2,59376.73
784,SIDNEY MUNICIPAL AP,725610,5A,55077.55,6552.69,USA,USA_NE_Sidney.Muni.AP.725610_TMY3,61630.24
785,TEKAMAH (ASOS),725527,5A,61884.99,9356.14,USA,USA_NE_Tekamah.AWOS.725527_TMY3,71241.13
786,VALENTINE MILLER FIELD,725670,5A,54416.46,8267.73,USA,USA_NE_Valentine-Miller.Field.725670_TMY3,62684.19
787,ELKO MUNICIPAL ARPT,725825,5B,49906.61,6714.41,USA,USA_NV_Elko.Muni.AP.725825_TMY3,56621.02
788,ELKO MUNICIPAL ARPT,725825,5B,48768.37,7253.41,USA,USA_NV_Elko.Muni.AP.725825_TMY,56021.78
789,ELKO MUNICIPAL ARPT,725825,5B,53822.04,5995.57,USA,USA_NV_Elko.725825_TMY2,59817.61
790,ELY YELLAND FIELD,724860,5B,55833.38,4866.03,USA,USA_NV_Ely-Yelland.Field.724860_TMY,60699.41
791,ELY YELLAND FIELD,724860,5B,52993.24,5143.54,USA,USA_NV_Ely-Yelland.Field.724860_TMY3,58136.78
792,ELY YELLAND FIELD,724860,5B,60948.35,4389.32,USA,USA_NV_Ely.724860_TMY2,65337.67
793,FALLON NAAS,724885,5B,31756.77,11431.21,USA,USA_NV_Fallon.NAS.724885_TMY3,43187.98
794,LAS VEGAS MCCARRAN INTL AP,723860,3B,9900.58,22080.32,USA,USA_NV_Las.Vegas.723860_TMY2,31980.9
795,LAS VEGAS MCCARRAN INTL AP,723860,3B,10634.27,22479.13,USA,USA_NV_Las.Vegas-McCarran.Intl.AP.723860_TMY,33113.4
796,LAS VEGAS MCCARRAN INTL AP,723860,3B,9723.93,22929.39,USA,USA_NV_Las.Vegas-McCarran.Intl.AP.723860_TMY3,32653.32
797,LOVELOCK DERBY FIELD,725805,5B,37502.5,10287.56,USA,USA_NV_Lovelock-Derby.Field.725805_TMY,47790.06
798,LOVELOCK DERBY FIELD,725805,5B,33480.53,10346.47,USA,USA_NV_Lovelock-Derby.Field.725805_TMY3,43827
799,MERCURY DESERT ROCK AP,723870,4B,13582.13,18024.04,USA,USA_NV_Mercury-Desert.Rock.AP.723870_TMY3,31606.17
800,NELLIS AFB,723865,3B,9062.35,26113.11,USA,USA_NV_Nellis.AFB.723865_TMY3,35175.46
801,RENO TAHOE INTERNATIONAL AP,724880,5B,34523.17,8790.82,USA,USA_NV_Reno-Tahoe.Intl.AP.724880_TMY3,43313.99
802,RENO TAHOE INTERNATIONAL AP,724880,5B,34607.9,8390.12,USA,USA_NV_Reno-Tahoe.Intl.AP.724880_TMY,42998.02
803,RENO TAHOE INTERNATIONAL AP,724880,5B,36366.78,7370.59,USA,USA_NV_Reno.724880_TMY2,43737.37
804,TONOPAH AIRPORT,724855,4B,34071.79,8518.08,USA,USA_NV_Tonopah.AP.724855_TMY,42589.87
805,TONOPAH AIRPORT,724855,4B,33812.43,8206.18,USA,USA_NV_Tonopah.724855_TMY2,42018.61
806,TONOPAH AIRPORT,724855,4B,33021.1,8639.28,USA,USA_NV_Tonopah.AP.724855_TMY3,41660.38
807,WINNEMUCCA MUNICIPAL ARPT,725830,5B,41452.68,8515.12,USA,USA_NV_Winnemucca.Muni.AP.725830_TMY3,49967.8
808,WINNEMUCCA MUNICIPAL ARPT,725830,5B,43786.53,7736.21,USA,USA_NV_Winnemucca.725830_TMY2,51522.74
809,WINNEMUCCA MUNICIPAL ARPT,725830,5B,41800.27,8365.52,USA,USA_NV_Winnemucca.Muni.AP.725830_TMY,50165.79
810,BERLIN MUNICIPAL,726160,6A,75793.41,3415.6,USA,USA_NH_Berlin.Muni.AP.726160_TMY3,79209.01
811,CONCORD MUNICIPAL ARPT,726050,5A,61034.64,5839.52,USA,USA_NH_Concord.Muni.AP.726050_TMY3,66874.16
812,CONCORD MUNICIPAL ARPT,726050,5A,64093.06,5537.34,USA,USA_NH_Concord.726050_TMY2,69630.4
813,CONCORD MUNICIPAL ARPT,726050,5A,64747.49,5179.93,USA,USA_NH_Concord.Muni.AP.726050_TMY,69927.42
814,DILLANT HOPKINS,726165,6A,58521.55,6185.01,USA,USA_NH_Keene-Dillant.Hopkins.AP.726165_TMY3,64706.56
815,LACONIA MUNI (AWOS),726155,6A,56996.17,5557.16,USA,USA_NH_Laconia.Muni.AWOS.726155_TMY3,62553.33
816,LEBANON MUNICIPAL,726116,6A,61613.68,5246.49,USA,USA_NH_Lebanon.Muni.AP.726116_TMY3,66860.17
817,MANCHESTER AIRPORT,743945,5A,47592.68,6336.34,USA,USA_NH_Manchester.Muni.AP.743945_TMY3,53929.02
818,MOUNT WASHINGTON,726130,6A,139840.22,120.02,USA,USA_NH_Mount.Washington.726130_TMY3,139960.24
819,PEASE INTL TRADEPOR,726055,5A,52086.93,5582.84,USA,USA_NH_Pease.Intl.Tradeport.726055_TMY3,57669.77
820,ATLANTIC CITY INTL AP,724070,4A,34666.01,8369.59,USA,USA_NJ_Atlantic.City.724070_TMY2,43035.6
821,ATLANTIC CITY INTL AP,724070,4A,32839.07,8506.27,USA,USA_NJ_Atlantic.City.Intl.AP.724070_TMY3,41345.34
822,BELMAR-FARMINGDALE,724084,4A,34958.95,7991.33,USA,USA_NJ_Belmar-Monmouth.County.AP.724084_TMY3,42950.28
823,CAPE MAY CO,745966,4A,22535.06,9278.93,USA,USA_NJ_Cape.May.County.AP.745966_TMY3,31813.99
