,LOCATION,ID,CZ,Heating,Cooling,Country,File_name,Total Energy
0,ANNISTON METROPOLITAN AP,722287,3A,13819.36,14126.38,USA,USA_AL_Anniston.Metro.AP.722287_TMY3,27945.74
1,AUBURN-OPELIKA APT,722284,3A,14189.79,13394.72,USA,USA_AL_Auburn-Opelika.AP.722284_TMY3,27584.51
2,BIRMINGHAM MUNICIPAL AP,722280,3A,15318.26,14412.29,USA,USA_AL_Birmingham.722280_TMY2,29730.55
3,BIRMINGHAM MUNICIPAL AP,722280,3A,14024.06,15974.8,USA,USA_AL_Birmingham.Muni.AP.722280_TMY3,29998.86
4,BIRMINGHAM MUNICIPAL AP,722280,3A,15257.49,13901.75,USA,USA_AL_Birmingham.Muni.AP.722280_TMY,29159.24
5,CAIRNS AAF/OZARK,722269,2A,13291.43,17657.85,USA,USA_AL_Fort.Rucker-Cairns.Field.722269_TMY3,30949.28
6,DOTHAN MUNICIPAL,722268,2A,9944.58,19331.09,USA,USA_AL_Dothan.Muni.AP.722268_TMY3,29275.67
7,GADSEN MUNI (AWOS),722285,3A,16954.86,12610.77,USA,USA_AL_Gadsen.Muni.AWOS.722285_TMY3,29565.63
8,HUNTSVILLE INTL/JONES FIELD,723230,3A,22532.77,13379.82,USA,USA_AL_Huntsville.723230_TMY2,35912.59
9,HUNTSVILLE INTL/JONES FIELD,723230,3A,20946.46,13916.51,USA,USA_AL_Huntsville.Intl.AP-Jones.Field.723230_TMY3,34862.97
10,MAXWELL AFB/MONTGOM,722265,3A,14510.27,19450.02,USA,USA_AL_Maxwell.AFB.722265_TMY3,33960.29
11,MOBILE REGIONAL AP,722230,2A,8392.53,19309.19,USA,USA_AL_Mobile-Rgnl.AP.722230_TMY3,27701.72
12,MOBILE REGIONAL AP,722230,2A,7628.35,18671.34,USA,USA_AL_Mobile.722230_TMY2,26299.69
13,MOBILE REGIONAL AP,722230,2A,6265.37,17870.94,USA,USA_AL_Mobile-Rgnl.AP.722230_TMY,24136.31
14,MONTGOMERY DANNELLY FIELD,722260,3A,11394.15,16697.02,USA,USA_AL_Montgomery-Dannelly.Field.722260_TMY,28091.17
15,MONTGOMERY DANNELLY FIELD,722260,3A,11003.69,18573.58,USA,USA_AL_Montgomery-Dannelly.Field.722260_TMY3,29577.27
16,MONTGOMERY DANNELLY FIELD,722260,3A,10555.52,18139.43,USA,USA_AL_Montgomery.722260_TMY2,28694.95
17,MUSCLE SHOALS REGIONAL AP,723235,3A,16156.6,14071.92,USA,USA_AL_Muscle.Shoals.Rgnl.AP.723235_TMY3,30228.52
18,TUSCALOOSA MUNICIPAL AP,722286,3A,14158.15,16577.86,USA,USA_AL_Tuscaloosa.Muni.AP.722286_TMY3,30736.01
19,ADAK NAS,704540,7,69574.9,24.33,USA,USA_AK_Adak.NAS.704540_TMY3,69599.23
20,ADAK NAS,704540,7,70270.78,118.81,USA,USA_AK_Adak.NAS.704540_TMY,70389.59
21,AMBLER,701718,8,166250.09,936.08,USA,USA_AK_Ambler.701718_TMY3,167186.17
22,ANAKTUVUK PASS,701625,8,202553.91,233.15,USA,USA_AK_Anaktuvuk.Pass.701625_TMY3,202787.06
23,ANCHORAGE INTL AP,702730,7,100088.71,812.88,USA,USA_AK_Anchorage.Intl.AP.702730_TMY3,100901.59
24,ANCHORAGE INTL AP,702730,7,102096.84,846.95,USA,USA_AK_Anchorage.702730_TMY2,102943.79
25,ANCHORAGE MERRILL FIELD,702735,7,78455.96,1293.44,USA,USA_AK_Anchorage-Merrill.Field.702735_TMY3,79749.4
26,ANCHORAGE/ELMENDORF,702720,7,80456.78,1333.28,USA,USA_AK_Anchorage-Elmendorf.AFB.702720_TMY3,81790.06
27,ANNETTE ISLAND AP,703980,5A,38553.78,817.62,USA,USA_AK_Annette.Island.AP.703980_TMY3,39371.4
28,ANNETTE ISLAND AP,703980,5A,49836.37,702,USA,USA_AK_Annette.Island.AP.703980_TMY,50538.37
29,ANNETTE ISLAND AP,703980,5A,45733.13,818.92,USA,USA_AK_Annette.703980_TMY2,46552.05
30,ANVIK,702075,8,117951.35,1061.55,USA,USA_AK_Anvik.702075_TMY3,119012.9
31,BARROW W POST-W ROGERS ARPT,700260,8,274327.18,18.54,USA,USA_AK_Barrow-W.Post-W.Rogers.AP.700260_TMY3,274345.72
32,BARROW W POST-W ROGERS ARPT,700260,8,282267.41,8.33,USA,USA_AK_Barrow.700260_TMY2,282275.74
33,BETHEL AIRPORT,702190,7,159956.94,397.36,USA,USA_AK_Bethel.AP.702190_TMY,160354.3
34,BETHEL AIRPORT,702190,7,135454.65,350.69,USA,USA_AK_Bethel.AP.702190_TMY3,135805.34
35,BETHEL AIRPORT,702190,7,154193.92,443.56,USA,USA_AK_Bethel.702190_TMY2,154637.48
36,BETTLES FIELD,701740,8,192452.06,1303.41,USA,USA_AK_Bettles.Field.701740_TMY3,193755.47
37,BETTLES FIELD,701740,8,207391.63,1134.03,USA,USA_AK_Bettles.701740_TMY2,208525.66
38,BIG DELTA ALLEN AAF,702670,8,150712.23,2229.15,USA,USA_AK_Big.Delta-Allen.AAF.702670_TMY3,152941.38
39,BIG DELTA ALLEN AAF,702670,8,164744.01,1240.9,USA,USA_AK_Big.Delta.702670_TMY2,165984.91
40,BIG DELTA ALLEN AAF,702670,8,175008.13,1609.32,USA,USA_AK_Big.Delta-Allen.AAF.702670_TMY,176617.45
41,COLD BAY ARPT,703160,7,83388.52,23.16,USA,USA_AK_Cold.Bay.703160_TMY2,83411.68
42,COLD BAY ARPT,703160,7,81707.07,18.81,USA,USA_AK_Cold.Bay.AP.703160_TMY3,81725.88
43,CORDOVA,702960,7,76498.46,580.25,USA,USA_AK_Cordova.702960_TMY3,77078.71
44,DEADHORSE,700637,8,247446.55,143.58,USA,USA_AK_Deadhorse.700637_TMY3,247590.13
45,DILLINGHAM MUNI,703210,7,95195.26,390.53,USA,USA_AK_Dillingham.AWOS.703210_TMY3,95585.79
46,DUTCH HARBOR,704890,7,66462.65,94.43,USA,USA_AK_Unalaska-Dutch.Harbor.Field.704890_TMY3,66557.08
47,FAIRBANKS INTL ARPT,702610,8,161623.1,1912.51,USA,USA_AK_Fairbanks.Intl.AP.702610_TMY3,163535.61
48,FAIRBANKS INTL ARPT,702610,8,182622.55,1546.98,USA,USA_AK_Fairbanks.Intl.AP.702610_TMY,184169.53
49,FAIRBANKS INTL ARPT,702610,8,177926.77,1704.7,USA,USA_AK_Fairbanks.702610_TMY2,179631.47
50,FAIRBANKS/EIELSON A,702650,8,137727.21,1481.62,USA,USA_AK_Eielson.AFB.702650_TMY3,139208.83
51,FORT YUKON,701940,8,191781.53,1624.17,USA,USA_AK_Fort.Yukon.701940_TMY3,193405.7
52,GULKANA INTERMEDIATE FIELD,702710,7,160580.51,1001.86,USA,USA_AK_Gulkana.702710_TMY,161582.37
53,GULKANA INTERMEDIATE FIELD,702710,7,148378.92,724.96,USA,USA_AK_Gulkana.702710_TMY3,149103.88
54,GULKANA INTERMEDIATE FIELD,702710,7,158710.06,847.24,USA,USA_AK_Gulkana.702710_TMY2,159557.3
55,HOMER ARPT,703410,7,96500.92,434.75,USA,USA_AK_Homer.AP.703410_TMY,96935.67
56,HOMER ARPT,703410,7,85627.7,352.02,USA,USA_AK_Homer.AP.703410_TMY3,85979.72
57,HOOPER BAY,702186,8,121426.18,69.84,USA,USA_AK_Hooper.Bay.702186_TMY3,121496.02
58,ILIAMNA ARPT,703400,7,86313.58,710.31,USA,USA_AK_Iliamna.AP.703400_TMY3,87023.89
59,JUNEAU INT'L ARPT,703810,6A,82074.63,413.59,USA,USA_AK_Juneau.Intl.AP.703810_TMY,82488.22
60,JUNEAU INT'L ARPT,703810,6A,68015.36,930.54,USA,USA_AK_Juneau.Intl.AP.703810_TMY3,68945.9
61,KAKE SEAPLANE BASE,703855,6A,59327.61,843.96,USA,USA_AK_Kake.Seaplane.Base.703855_TMY3,60171.57
62,KENAI MUNICIPAL AP,702590,7,86507.16,608.63,USA,USA_AK_Kenai.Muni.AP.702590_TMY3,87115.79
63,KETCHIKAN INTL AP,703950,5A,59140.8,813.52,USA,USA_AK_Ketchikan.Intl.AP.703950_TMY3,59954.32
64,KING SALMON ARPT,703260,7,126978.24,543.93,USA,USA_AK_King.Salmon.AP.703260_TMY,127522.17
65,KING SALMON ARPT,703260,7,104349.31,411.53,USA,USA_AK_King.Salmon.AP.703260_TMY3,104760.84
66,KING SALMON ARPT,703260,7,117295.47,369.08,USA,USA_AK_King.Salmon.703260_TMY2,117664.55
67,KODIAK AIRPORT,703500,6A,60569.69,576.86,USA,USA_AK_Kodiak.AP.703500_TMY3,61146.55
68,KODIAK AIRPORT,703500,6A,65943.36,542.95,USA,USA_AK_Kodiak.AP.703500_TMY,66486.31
69,KODIAK AIRPORT,703500,6A,68846.98,427.55,USA,USA_AK_Kodiak.703500_TMY2,69274.53
70,KOTZEBUE RALPH WEIN MEMORIAL,701330,8,192979.04,264.82,USA,USA_AK_Kotzebue-Ralph.Wein.Mem.AP.701330_TMY3,193243.86
71,KOTZEBUE RALPH WEIN MEMORIAL,701330,8,201611.85,207.3,USA,USA_AK_Kotzebue.701330_TMY2,201819.15
72,LAKE HOOD SEAPLANE,702725,7,74507.43,1350.34,USA,USA_AK_Anchorage-Lake.Hood.Seaplane.Base.702725_TMY3,75857.77
73,MCGRATH ARPT,702310,8,170046.13,873.77,USA,USA_AK_McGrath.702310_TMY2,170919.9
74,MCGRATH ARPT,702310,8,166761.39,1116.53,USA,USA_AK_McGrath.AP.702310_TMY3,167877.92
75,MCGRATH ARPT,702310,8,183455.07,912.82,USA,USA_AK_McGrath.AP.702310_TMY,184367.89
76,MEKORYUK,702185,7,107417.15,39.98,USA,USA_AK_Mekoryuk.702185_TMY3,107457.13
77,MIDDLETON ISL. AMOS,703430,7,57940.26,324.13,USA,USA_AK_Middleton.Island.703430_TMY3,58264.39
78,MINCHUMINA,702460,8,144864.91,2192.03,USA,USA_AK_Minchumina.702460_TMY3,147056.94
79,NENANA MUNICIPAL AP,702600,8,145821.01,1410.28,USA,USA_AK_Nenana.Muni.AP.702600_TMY3,147231.29
80,NOME MUNICIPAL ARPT,702000,8,166404.34,367.91,USA,USA_AK_Nome.Muni.AP.702000_TMY,166772.25
81,NOME MUNICIPAL ARPT,702000,8,160117.03,260.65,USA,USA_AK_Nome.702000_TMY2,160377.68
82,NOME MUNICIPAL ARPT,702000,8,150382.44,348.78,USA,USA_AK_Nome.Muni.AP.702000_TMY3,150731.22
83,NORTHWAY AIRPORT,702910,8,185439.24,1298.44,USA,USA_AK_Northway.AP.702910_TMY3,186737.68
84,PALMER MUNICIPAL,702740,7,67997.8,1159.01,USA,USA_AK_Palmer.Muni.AP.702740_TMY3,69156.81
85,PETERSBURG,703860,6A,61778.51,658.61,USA,USA_AK_Petersburg.703860_TMY3,62437.12
86,POINT HOPE (AWOS),701043,8,178108.81,34.53,USA,USA_AK_Point.Hope.AWOS.701043_TMY3,178143.34
87,PORT HEIDEN,703330,7,85670.76,78.12,USA,USA_AK_Port.Heiden.703330_TMY3,85748.88
88,SAINT MARY`S (AWOS),702005,8,120047.9,323.17,USA,USA_AK_Saint.Marys.AWOS.702005_TMY3,120371.07
89,SAND POINT,703165,7,69065.82,207.07,USA,USA_AK_Sand.Point.703165_TMY3,69272.89
90,SEWARD,702770,7,77358.42,630.46,USA,USA_AK_Seward.702770_TMY3,77988.88
91,SHEMYA AFB,704140,8,84844.44,1.89,USA,USA_AK_Shemya.AFB.704140_TMY3,84846.33
92,SHISHMAREF (AWOS),701195,8,168647.63,124.3,USA,USA_AK_Shishmaref.AWOS.701195_TMY3,168771.93
93,SITKA JAPONSKI AP,703710,5A,53856.38,520.52,USA,USA_AK_Sitka-Japonski.Island.AP.703710_TMY3,54376.9
94,SKAGWAY AIRPORT,703620,6A,67750.08,837.16,USA,USA_AK_Skagway.AP.703620_TMY3,68587.24
95,SOLDOTNA,702595,7,86872.21,1211.52,USA,USA_AK_Soldotna.702595_TMY3,88083.73
96,ST PAUL ISLAND ARPT,703080,7,101640.15,2.49,USA,USA_AK_St.Paul.Island.703080_TMY2,101642.64
97,ST PAUL ISLAND ARPT,703080,7,92454.87,6.14,USA,USA_AK_St.Paul.Island.AP.703080_TMY3,92461.01
98,TALKEETNA STATE ARPT,702510,7,119365.38,940.34,USA,USA_AK_Talkeetna.702510_TMY2,120305.72
99,TALKEETNA STATE ARPT,702510,7,110735.01,1145.19,USA,USA_AK_Talkeetna.State.AP.702510_TMY3,111880.2
100,TOGIAC VILLAGE AWOS,703606,7,92796.38,439.2,USA,USA_AK_Togiak.Village.AWOS.703606_TMY3,93235.58
101,UNALAKLEET FIELD,702070,8,127569.3,266.95,USA,USA_AK_Unalakleet.Field.702070_TMY3,127836.25
102,VALDEZ PIONEER FIEL,702756,7,70181.07,571.6,USA,USA_AK_Valdez-Pioneer.Field.702756_TMY3,70752.67
103,VALDEZ WSO,702750,7,82017.49,491.95,USA,USA_AK_Valdez.702750_TMY3,82509.44
104,WHITTIER,702757,7,79545.25,527.97,USA,USA_AK_Whittier.702757_TMY3,80073.22
105,WRANGELL,703870,6A,55228.81,828.56,USA,USA_AK_Wrangell.703870_TMY3,56057.37
106,YAKUTAT STATE ARPT,703610,7,80292.24,266.91,USA,USA_AK_Yakutat.703610_TMY2,80559.15
107,YAKUTAT STATE ARPT,703610,7,83682.32,256.99,USA,USA_AK_Yakutat.State.AP.703610_TMY,83939.31
108,YAKUTAT STATE ARPT,703610,7,72346.76,378.8,USA,USA_AK_Yakutat.State.AP.703610_TMY3,72725.56
109,CASA GRANDA (AWOS),722748,2B,6171.65,27716.8,USA,USA_AZ_Casa.Grande.AWOS.722748_TMY3,33888.45
110,DAVIS-MONTHAN AFB,722745,2B,4222.62,24323.33,USA,USA_AZ_Davis-Monthan.AFB.722745_TMY3,28545.95
111,DOUGLAS BISBEE-DOUGLAS INTL A,722735,3B,11355.76,16220.33,USA,USA_AZ_Douglas-Bisbee.Douglas.Intl.AP.722735_TMY3,27576.09
112,GRAND CANYON NATL P,723783,5B,44567.74,5827.42,USA,USA_AZ_Grand.Canyon.National.Park.AP.723783_TMY3,50395.16
113,KINGMAN (AMOS),723700,3B,14841.49,18356.76,USA,USA_AZ_Kingman.AWOS.723700_TMY3,33198.25
114,LUKE AFB/PHOENIX,722785,2B,4043.89,31154.52,USA,USA_AZ_Luke.AFB.722785_TMY3,35198.41
115,PAGE MUNI (AMOS),723710,5B,17288.1,14991.91,USA,USA_AZ_Page.Muni.AWOS.723710_TMY3,32280.01
116,PHOENIX SKY HARBOR INTL AP,722780,2B,5952.66,28414.87,USA,USA_AZ_Phoenix-Sky.Harbor.Intl.AP.722780_TMY,34367.53
117,PHOENIX SKY HARBOR INTL AP,722780,2B,3556.78,32808.4,USA,USA_AZ_Phoenix-Sky.Harbor.Intl.AP.722780_TMY3,36365.18
118,PHOENIX SKY HARBOR INTL AP,722780,2B,4998.84,29086.03,USA,USA_AZ_Phoenix.722780_TMY2,34084.87
119,PRESCOTT LOVE FIELD,723723,4B,25937.71,9485.14,USA,USA_AZ_Prescott.723723_TMY2,35422.85
120,PRESCOTT LOVE FIELD,723723,4B,25403.6,9785.08,USA,USA_AZ_Prescott-Love.Field.723723_TMY,35188.68
121,PRESCOTT LOVE FIELD,723723,4B,22191.38,10351.4,USA,USA_AZ_Prescott-Love.Field.723723_TMY3,32542.78
122,SAFFORD (AMOS),722747,3B,9074.49,21003.29,USA,USA_AZ_Safford.AWOS.722747_TMY3,30077.78
123,TUCSON INTERNATIONAL AP,722740,2B,7198.14,21032.27,USA,USA_AZ_Tucson.722740_TMY2,28230.41
124,TUCSON INTERNATIONAL AP,722740,2B,6719.62,22732.11,USA,USA_AZ_Tucson.Intl.AP.722740_TMY3,29451.73
125,TUCSON INTERNATIONAL AP,722740,2B,7056.1,21953.75,USA,USA_AZ_Tucson.Intl.AP.722740_TMY,29009.85
126,WINSLOW MUNICIPAL AP,723740,5B,27048.84,11257.02,USA,USA_AZ_Winslow.Muni.AP.723740_TMY,38305.86
127,WINSLOW MUNICIPAL AP,723740,5B,26139.2,11639.77,USA,USA_AZ_Winslow.Muni.AP.723740_TMY3,37778.97
128,YUMA INTL AIRPORT,722800,2B,3208.51,31464.63,USA,USA_AZ_Yuma.Intl.AP.722800_TMY,34673.14
129,YUMA INTL AIRPORT,722800,2B,1763.19,31868.21,USA,USA_AZ_Yuma.Intl.AP.722800_TMY3,33631.4
130,YUMA MCAS,699604,2B,2151.8,31441.84,USA,USA_AZ_Yuma.MCAS.699604_TMY3,33593.64
131,BATESVILLE (AWOS),723448,3A,23210.67,14044.24,USA,USA_AR_Batesville.AWOS.723448_TMY3,37254.91
132,BENTONVILLE (AWOS),723444,4A,26939.55,13189.07,USA,USA_AR_Bentonville.AWOS.723444_TMY3,40128.62
133,EL DORADO GOODWIN FIELD,723419,3A,15432.83,20914.29,USA,USA_AR_El.Dorado-Goodwin.Field.723419_TMY3,36347.12
134,FAYETTEVILLE DRAKE FIELD,723445,4A,24165.24,14823.64,USA,USA_AR_Fayetteville-Drake.Field.723445_TMY3,38988.88
135,FLIPPIN (AWOS),723447,4A,21991.67,13565.3,USA,USA_AR_Flippin.AWOS.723447_TMY3,35556.97
136,FORT SMITH REGIONAL AP,723440,3A,24390.39,17228.56,USA,USA_AR_Fort.Smith.Rgnl.AP.723440_TMY3,41618.95
137,FORT SMITH REGIONAL AP,723440,3A,21024.17,16190.39,USA,USA_AR_Fort.Smith.723440_TMY2,37214.56
138,FORT SMITH REGIONAL AP,723440,3A,21962.94,16867.36,USA,USA_AR_Fort.Smith.Rgnl.AP.723440_TMY,38830.3
139,HARRISON FAA AP,723446,4A,24739.24,13074.72,USA,USA_AR_Harrison.AP.723446_TMY3,37813.96
140,JONESBORO MUNI,723407,3A,30075.52,15495.14,USA,USA_AR_Jonesboro.Muni.AP.723407_TMY3,45570.66
141,LITTLE ROCK ADAMS FIELD,723403,3A,17563.35,16471.78,USA,USA_AR_Little.Rock-Adams.Field.723403_TMY,34035.13
142,LITTLE ROCK ADAMS FIELD,723403,3A,19387.96,17987.47,USA,USA_AR_Little.Rock-Adams.Field.723403_TMY3,37375.43
143,LITTLE ROCK AFB,723405,3A,23007.55,17184.53,USA,USA_AR_Little.Rock.AFB.723405_TMY3,40192.08
144,LITTLE ROCK AFB,723405,3A,19630.86,16130.16,USA,USA_AR_Little.Rock.723405_TMY2,35761.02
145,PINE BLUFF FAA AP,723417,3A,20622.6,19712.67,USA,USA_AR_Pine.Bluff.AP.723417_TMY3,40335.27
146,ROGERS (AWOS),723449,4A,29050.86,14091.37,USA,USA_AR_Rogers.AWOS.723449_TMY3,43142.23
147,SILOAM SPRING(AWOS),723443,4A,23503.11,13600.9,USA,USA_AR_Siloam.Spring.AWOS.723443_TMY3,37104.01
148,STUTTGART (AWOS),723416,3A,15100.16,17488.53,USA,USA_AR_Stuttgart.AWOS.723416_TMY3,32588.69
149,TEXARKANA WEBB FIELD,723418,3A,12867.99,19893.97,USA,USA_AR_Texarkana-Webb.Field.723418_TMY3,32761.96
150,WALNUT RIDGE (AWOS),723406,3A,22791.59,14285.56,USA,USA_AR_Walnut.Ridge.AWOS.723406_TMY3,37077.15
151,ARCATA AIRPORT,725945,4C,17066.84,943.94,USA,USA_CA_Arcata.AP.725945_TMY,18010.78
152,ARCATA AIRPORT,725945,4C,18481.62,1130.35,USA,USA_CA_Arcata.725945_TMY2,19611.97
153,ARCATA AIRPORT,725945,4C,12299.67,1931.96,CZ01RV2.htm,CZ01RV2,14231.63
154,ARCATA AIRPORT,725945,4C,17152.39,1256.24,USA,USA_CA_Arcata.AP.725945_TMY3,18408.63
155,BAKERSFIELD MEADOWS FIELD,723840,3B,8080.25,17466.31,USA,USA_CA_Bakersfield-Meadows.Field.723840_TMY3,25546.56
156,BAKERSFIELD MEADOWS FIELD,723840,3B,8914.7,17247.14,USA,USA_CA_Bakersfield.723840_TMY2,26161.84
157,BAKERSFIELD MEADOWS FIELD,723840,3B,9570.65,17521.43,USA,USA_CA_Bakersfield-Meadows.Field.723840_TMY,27092.08
158,BEALE AFB/MARYSVILE,724837,3B,12564.52,14945.81,USA,USA_CA_Beale.AFB.724837_TMY3,27510.33
159,BISHOP AIRPORT,724800,4B,21815.53,13369.08,USA,USA_CA_Bishop.AP.724800_TMY3,35184.61
160,BLUE CANYON AP,725845,5B,28825.59,6519.75,USA,USA_CA_Blue.Canyon.AP.725845_TMY3,35345.34
161,BLYTHE RIVERSIDE CO ARPT,747188,3B,3190.63,34172.05,USA,USA_CA_Blythe-Riverside.County.AP.747188_TMY3,37362.68
162,BURBANK-GLENDALE-PASSADENA AP,722880,3B,4365.43,11998.92,CZ09RV2.htm,CZ09RV2,16364.35
163,BURBANK-GLENDALE-PASSADENA AP,722880,3B,4512.24,13245.09,USA,USA_CA_Burbank-Glendale-Passadena.Bob.Hope.AP.722880_TMY3,17757.33
164,CAMARILLO (AWOS),723926,3C,6049.6,6897.03,USA,USA_CA_Camarillo.AWOS.723926_TMY3,12946.63
165,CAMP PENDLETON MCAS,722926,3B,6798.26,8186.05,USA,USA_CA_Camp.Pendleton.MCAS.722926_TMY3,14984.31
166,CARLSBAD/PALOMAR,722927,3B,3440.55,6370.25,USA,USA_CA_Carlsbad.722927_TMY3,9810.8
167,CRESCENT CITY FAA AI,725946,4C,14831.17,1152.38,USA,USA_CA_Crescent.City-Jack.McNamara.Field.725946_TMY3,15983.55
168,DAGGETT BARSTOW-DAGGETT AP,723815,3B,9221.77,21783.32,USA,USA_CA_Barstow.Daggett.AP.723815_TMY3,31005.09
169,DAGGETT BARSTOW-DAGGETT AP,723815,3B,9056.59,19437.71,USA,USA_CA_Barstow.Daggett.AP.723815_TMY,28494.3
170,DAGGETT BARSTOW-DAGGETT AP,723815,3B,7718.58,20911.29,USA,USA_CA_Barstow-Daggett.723815_TMY2,28629.87
171,EDWARDS AFB,723810,3B,15719.33,14118.4,USA,USA_CA_Edwards.AFB.723810_TMY3,29837.73
172,EL TORO MCAS,690140,3B,4402.42,11117.26,CZ08RV2.htm,CZ08RV2,15519.68
173,EL TORO MCAS,690140,3B,4732.29,9673.08,USA,USA_CA_El.Toro.MCAS.690140_TMY,14405.37
174,FRESNO YOSEMITE INTL AP,723890,3B,12812.79,15965,USA,USA_CA_Fresno.723890_TMY2,28777.79
175,FRESNO YOSEMITE INTL AP,723890,3B,13478.46,15870.79,USA,USA_CA_Fresno.Air.Terminal.723890_TMY,29349.25
176,FRESNO YOSEMITE INTL AP,723890,3B,10246.63,17589.74,CZ13RV2.htm,CZ13RV2,27836.37
177,FRESNO YOSEMITE INTL AP,723890,3B,10524.54,17127.84,USA,USA_CA_Fresno.Air.Terminal.723890_TMY3,27652.38
178,FULLERTON MUNICIPAL,722976,3B,3617.93,11815.66,USA,USA_CA_Fullerton.Muni.AP.722976_TMY3,15433.59
179,HAYWARD AIR TERM,724935,3C,7076.88,5991,USA,USA_CA_Hayward.Air.Terminal.724935_TMY3,13067.88
180,IMPERIAL,747185,2B,3449.39,32806.2,USA,USA_CA_Imperial.County.AP.747185_TMY3,36255.59
181,IMPERIAL,747185,2B,4048.18,28604.75,CZ15RV2.htm,CZ15RV2,32652.93
182,JACK NORTHROP FLD H,722956,3B,2808.01,7738.89,USA,USA_CA_Hawthorne-Jack.Northrop.Field.722956_TMY3,10546.9
183,LANCASTER GEN WM FOX FIELD,723816,3B,13863.92,15008.38,USA,USA_CA_Lancaster-Gen.Wm.Fox.Field.723816_TMY3,28872.3
184,LEMOORE REEVES NAS,747020,3B,12751.12,15617.28,USA,USA_CA_Lemoore.NAS.747020_TMY3,28368.4
185,LIVERMORE MUNICIPAL,724927,3C,13241.04,7830.5,USA,USA_CA_Livermore.Muni.AP.724927_TMY3,21071.54
186,LOMPOC (AWOS),722895,3C,11264.03,2820.46,USA,USA_CA_Lompoc.AWOS.722895_TMY3,14084.49
187,LONG BEACH DAUGHERTY FLD,722970,3B,3756.31,9450.05,USA,USA_CA_Long.Beach.722970_TMY2,13206.36
188,LONG BEACH DAUGHERTY FLD,722970,3B,3304.54,9689.18,USA,USA_CA_Long.Beach-Daugherty.Field.722970_TMY3,12993.72
189,LONG BEACH DAUGHERTY FLD,722970,3B,3590.43,7222.14,CZ06RV2.htm,CZ06RV2,10812.57
190,LONG BEACH DAUGHERTY FLD,722970,3B,4445.42,8969.88,USA,USA_CA_Long.Beach-Daugherty.Field.722970_TMY,13415.3
191,LOS ANGELES INTL ARPT,722950,3B,2525.96,6924.59,USA,USA_CA_Los.Angeles.Intl.AP.722950_TMY3,9450.55
192,LOS ANGELES INTL ARPT,722950,3B,2988.02,6696.67,USA,USA_CA_Los.Angeles.722950_TMY2,9684.69
193,LOS ANGELES INTL ARPT,722950,3B,3254.02,6898.83,USA,USA_CA_Los.Angeles.Intl.AP.722950_TMY,10152.85
194,MARCH AFB/RIVERSIDE,722860,3B,6480.25,14139.56,CZ10RV2.htm,CZ10RV2,20619.81
195,MARCH AFB/RIVERSIDE,722860,3B,9301.78,14912.58,USA,USA_CA_March.AFB.722860_TMY3,24214.36
196,MODESTO CITY-COUNTY AP,724926,3B,9188.29,12805.8,USA,USA_CA_Modesto.Muni.AP.724926_TMY3,21994.09
197,MONTAGUE SISKIYOU COUNTY AP,725955,5B,28504.24,8382.71,USA,USA_CA_Montague-Siskiyou.County.AP.725955_TMY3,36886.95
198,MONTEREY PENINSULA,724915,3C,8293.14,3327.99,USA,USA_CA_Monterey.NAF.724915_TMY3,11621.13
199,MOUNT SHASTA,725957,5B,32723.84,6295.77,USA,USA_CA_Mount.Shasta.725957_TMY,39019.61
200,MOUNT SHASTA,725957,5B,32516.04,6400.47,CZ16RV2.htm,CZ16RV2,38916.51
201,MOUNTAIN VIEW MOFFETT FLD NAS,745090,3C,8005.45,6540.29,USA,USA_CA_Mountain.View-Moffett.Field.NAS.745090_TMY3,14545.74
202,MOUNTAIN VIEW MOFFETT FLD NAS,745090,3C,8724.05,5883.68,USA,USA_CA_Mountain.View-Moffett.Field.NAS.745090_TMY,14607.73
203,NAPA CO. AIRPORT,724955,3C,12928.68,5587.52,USA,USA_CA_Napa.County.AP.724955_TMY3,18516.2
204,OAKLAND METROPOLITAN ARPT,724930,3C,8078.61,3531.34,USA,USA_CA_Oakland.Intl.AP.724930_TMY,11609.95
205,OAKLAND METROPOLITAN ARPT,724930,3C,7751.54,4760.37,CZ03RV2.htm,CZ03RV2,12511.91
206,OAKLAND METROPOLITAN ARPT,724930,3C,7329.42,4039.5,USA,USA_CA_Oakland.Intl.AP.724930_TMY3,11368.92
207,PALM SPRINGS INTL,722868,3B,2054.48,32214.98,USA,USA_CA_Palm.Springs.Intl.AP.722868_TMY3,34269.46
208,PALM SPRINGS THERMAL AP,747187,3B,5279.92,32163.42,USA,USA_CA_Palm.Springs-Thermal.AP.747187_TMY3,37443.34
209,PASO ROBLES MUNICIPAL ARPT,723965,3C,12789.48,10372.4,USA,USA_CA_Paso.Robles.Muni.AP.723965_TMY3,23161.88
210,POINT MUGU NF,723910,3C,5254.34,5301.46,USA,USA_CA_Point.Mugu.NAS.723910_TMY3,10555.8
211,POINT MUGU NF,723910,3C,5202.45,5358.45,USA,USA_CA_Point.Mugu.NAS.723910_TMY,10560.9
212,PORTERVILLE (AWOS),723895,3B,10530.67,14423.75,USA,USA_CA_Porterville.AWOS.723895_TMY3,24954.42
213,RED BLUFF MUNICIPAL ARPT,725910,3B,14005.49,12684.33,CZ11RV2.htm,CZ11RV2,26689.82
214,RED BLUFF MUNICIPAL ARPT,725910,3B,13014.76,15285.37,USA,USA_CA_Red.Bluff.Muni.AP.725910_TMY3,28300.13
