Heating,Cooling,Country,File_name,ID
47626.58,8916.68,USA,USA_KS_Goodland-Renner.Field.724650_TMY3,724650
7818.67,5273.16,BRA,BRA_RS_Vacaria.869660_INMET,869660
56592.12,7110.11,USA,USA_NE_Scottsbluff-W.B.Heilig.Field.725660_TMY,725660
112778.97,5694.08,CHN,CHN_Heilongjiang.Harbin.509530_SWERA,509530
11164.04,6453.64,ITA,ITA_San.Remo.161530_IGDG,161530
0.04,31787.55,BRA,BRA_TO_Parana.866500_INMET,866500
157399,844.26,USA,USA_AK_Tanana-Ralph.Calhoun.AP.701780_TMY3,701780
24390.39,17228.56,USA,USA_AR_Fort.Smith.Rgnl.AP.723440_TMY3,723440
86.69,20465.03,BRA,BRA_RJ_Rio.de.Janeiro-Vila.Militar.868790_INMET,868790
14590.41,17627.5,USA,USA_TX_San.Angelo-Mathis.AP.722630_TMY3,722630
1.56,17781.71,BRA,BRA_MG_Timoteo.868010_INMET,868010
16891.7,12983.08,JPN,JPN_Osaka.477710_IWEC,477710
12602.57,10105.35,AUS,AUS_NSW.Wagga.Wagga.949100_RMY,949100
3089.89,27077.98,USA,USA_FL_MacDill.AFB.747880_TMY3,747880
0,44147.86,BRA,BRA_Recife-Guararapes.828990_SWERA,828990
1.55,33751.62,MEX,MEX_Veracruz.766910_IWEC,766910
35943.6,9575.81,USA,USA_VA_Sterling-Washington.Dulles.724030_TMY2,724030
72120.54,4432.32,USA,USA_MI_Alpena.County.Rgnl.AP.726390_TMY,726390
373.18,42867.7,IND,IND_Kota.424520_ISHRAE,424520
10523.8,9883.85,ESP,ESP_Badajoz.083300_SWEC,83300
51822.82,6919.17,CHN,CHN_Shanxi.Yuanping.536730_CSWD,536730
3756.31,9450.05,USA,USA_CA_Long.Beach.722970_TMY2,722970
63659.68,1840.64,POL,POL_Ketrzyn.121850_IMGW,121850
11957.65,19293.95,USA,USA_TX_San.Angelo-Mathis.AP.722630_TMY,722630
11069.95,15938.62,CHN,CHN_Zhejiang.Hongjia.586650_CSWD,586650
1.88,27313.14,BRA,BRA_BA_Barreiras.866520_INMET,866520
30826.81,3600.6,AUS,AUS_NSW.Thredbo.Village.959080_RMY,959080
41668.25,9439.14,USA,USA_IN_Monroe.County.AP.724375_TMY3,724375
33812.43,8206.18,USA,USA_NV_Tonopah.724855_TMY2,724855
41452.68,8515.12,USA,USA_NV_Winnemucca.Muni.AP.725830_TMY3,725830
16940.88,11753.26,CHN,CHN_Hubei.Exi.574470_CSWD,574470
11394.15,16697.02,USA,USA_AL_Montgomery-Dannelly.Field.722260_TMY,722260
36309.28,10133.11,USA,USA_UT_Ogden-Hinkley.AP.725750_TMY3,725750
34127.69,7730.45,USA,USA_ID_Boise.Air.Terminal.726810_TMY3,726810
57739.49,4808.85,USA,USA_PA_DuBois-Jefferson.County.AP.725125_TMY3,725125
9731.1,18169.33,USA,USA_SC_Beaufort.MCAS.722085_TMY3,722085
12466.25,16175.89,USA,USA_GA_Macon-Middle.Georgia.Rgnl.AP.722170_TMY,722170
61967.07,9487.31,USA,USA_IA_Clinton.Muni.AWOS.725473_TMY3,725473
0,39964.24,AUS,AUS_QLD.Willis.Island.942990_RMY,942990
5.59,49235.46,IND,IND_Ramagundam.430860_ISHRAE,430860
132.46,21021.75,BRA,BRA_RJ_Duque.de.Caxias-Xerem.868770_INMET,868770
0.01,26665.01,IND,IND_Bangalore.432950_ISHRAE,432950
67011.54,7835.14,USA,USA_SD_Pierre.726686_TMY2,726686
174.8,23177.77,AUS,AUS_QLD.Gladstone.Airport.943810_RMY,943810
17563.35,16471.78,USA,USA_AR_Little.Rock-Adams.Field.723403_TMY,723403
8671.08,11773.82,ESP,ESP_Cordoba.084100_SWEC,84100
31756.77,11431.21,USA,USA_NV_Fallon.NAS.724885_TMY3,724885
24436.88,7466.62,ITA,ITA_Marina.di.Ravenna._IGDG,-
37502.5,10287.56,USA,USA_NV_Lovelock-Derby.Field.725805_TMY,725805
40513.11,6450.39,USA,USA_CO_Golden-NREL.724666_TMY3,724666
0,33985.79,BRA,BRA_BA_Remanso.829790_INMET,829790
52335.96,3015.91,POL,POL_Katowice.125600_IMGW,125600
14071.42,8445.14,ITA,ITA_Roma-Ciampino.162390_IGDG,162390
44147.15,5680.95,USA,USA_MA_Lawrence.Muni.AP.744904_TMY3,744904
18579.07,9641.88,ESP,ESP_Madrid.082210_IWEC,82210
0,54007.54,IND,IND_Nellore.432450_ISHRAE,432450
27088.38,15889.62,USA,USA_OK_Oklahoma.City-Wiley.Post.Field.723544_TMY3,723544
60412.87,8325.82,CHN,CHN_Hebei.Chengde.544230_CSWD,544230
35541.04,9673.97,USA,USA_KY_Henderson.City.County.AP.724238_TMY3,724238
50757.62,6878.91,CHN,CHN_Ningxia.Hui.Yinchuan.536140_CSWD,536140
13280.76,7259.89,ITA,ITA_Genova-Sestri.161200_IGDG,161200
182,39751.85,IND,IND_Nagpur.428670_IWEC,428670
8230.45,20552.28,USA,USA_LA_Lake.Charles.722400_TMY2,722400
143758.55,1830.42,RUS,RUS_Irkutsk.307100_IWEC,307100
39911.23,6447.6,USA,USA_MA_New.Bedford.Rgnl.AP.725065_TMY3,725065
43843.4,9452.2,USA,USA_NE_Imperial.Muni.AP.725626_TMY3,725626
30553.64,7378.2,USA,USA_OR_Medford-Rogue.Valley.Intl.AP.725970_TMY,725970
68122.68,5083.32,USA,USA_MI_Traverse.City.726387_TMY2,726387
115636.64,3474.56,CAN,CAN_SK_Saskatoon.718660_CWEC,718660
48014.02,2641.21,POL,POL_Poznan.123300_IWEC,123300
91801.42,6740.55,USA,USA_IA_Estherville.Muni.AP.726499_TMY3,726499
1322.25,16687.68,BRA,BRA_PR_Planalto.869260_INMET,869260
47011.75,6575.06,USA,USA_OH_Cleveland-Burke.Lakefront.AP.725245_TMY3,725245
32925.32,10578.03,USA,USA_VA_Sterling-Washington.Dulles.Intl.AP.724030_TMY3,724030
22121.23,12393.65,USA,USA_TX_Lubbock.722670_TMY2,722670
120716.66,4344.61,CAN,CAN_MB_Winnipeg.718520_CWEC,718520
0,30106.05,BRA,BRA_PE_Ibimirim.819540_INMET,819540
47158.25,6852.01,USA,USA_PA_Williamsport.725140_TMY2,725140
22742.03,14731.59,USA,USA_NC_Goldsboro-Seymour.Johnson.AFB.723066_TMY3,723066
0,38926.75,BRA,BRA_MA_Sao.Luis.817150_INMET,817150
98186.93,3217.71,CAN,CAN_SK_Swift.Current.718700_CWEC,714460
14024.06,15974.8,USA,USA_AL_Birmingham.Muni.AP.722280_TMY3,722280
44531.08,8954.05,USA,USA_IN_Indianapolis.724380_TMY2,724380
0,43376.64,MYS,MYS_Kota.Baharu.486150_IWEC,486150
69051.56,2149.21,BLR,BLR_Minsk.268500_IWEC,268500
60569.69,576.86,USA,USA_AK_Kodiak.AP.703500_TMY3,703500
58610.9,6010.54,USA,USA_WY_Casper-Natrona.County.Intl.AP.725690_TMY,725690
577.19,13917.81,BRA,BRA_SP_Bauru.837220_INMET,837220
10396.73,8739.7,FRA,FRA_Nice.076900_IWEC,76900
1437.95,15721.74,BRA,BRA_MS_Ponta.Pora.868570_INMET,868570
0,28203.14,BRA,BRA_BA_Ipiau.866980_INMET,866980
76214.87,1456.03,USA,USA_CO_Leadville-Lake.County.AP.724673_TMY3,724673
45299.45,9133.67,CHN,CHN_Xinjiang.Uygur.Kuqa.516440_CSWD,516440
165882.05,696.08,CAN,CAN_PQ_Nitchequon.CAN270_CWEC,CAN270
1.63,25379.9,USA,USA_HI_Lihue.AP.911650_TMY,911650
67283.32,5400.58,CHN,CHN_Gansu.Yumenzhen.524360_CSWD,524360
64122.26,4277.96,USA,USA_MT_Dillon.726796_TMY,726796
75004.67,1069.84,CAN,CAN_NF_Stephenville.718150_CWEC,718150
0,46003.62,BRA,BRA_PA_Soure.821410_INMET,821410
66228.47,4324.81,USA,USA_NY_Binghamton-Edwin.A.Link.Field.725150_TMY,725150
6428.83,12474.92,USA,USA_CA_Chino.AP.722899_TMY3,722899
52422.11,2562.82,POL,POL_Warsaw.123750_IWEC,123750
6210.73,18430.67,CHN,CHN_Fujian.Yongan.589210_CSWD,589210
0,18643.02,KEN,KEN_Moyale.636190_SWERA,636190
370.26,13094.06,BRA,BRA_MG_Formiga.868200_INMET,868200
50360.02,4930.96,USA,USA_PA_Franklin-Chess.Lemberton.AP.725267_TMY3,725267
0,37173.33,BRA,BRA_AM_Manacapuru.817290_INMET,817290
53852.03,11818.55,CHN,CHN_Xinjiang.Uygur.Tikanlik.517650_CSWD,517650
27439.68,11664.01,USA,USA_TX_Amarillo.Intl.AP.723630_TMY,723630
11354.17,5322.05,AUS,AUS_VIC.Tullamarine-Melbourne.Airport.948660_RMY,948660
42688.98,11061.13,CHN,CHN_Xinjiang.Uygur.Bachu.517160_CSWD,517160
33732.78,12573.56,CHN,CHN_Shandong.Chaoyang.548080_CSWD,548080
55068.75,7745.54,CHN,CHN_Liaoning.Xingcheng.544550_CSWD,544550
3493.29,29274.54,USA,USA_TX_Laredo.Intl.AP.722520_TMY,722520
160117.03,260.65,USA,USA_AK_Nome.702000_TMY2,702000
0,44650.26,KEN,KEN_Lamu-Manda.Island.637720_SWERA,637720
78587.61,7083.32,USA,USA_IA_Mason.City.Muni.AP.725485_TMY3,725485
59899.87,1980.22,POL,POL_Mikolajki.122800_IMGW,122800
10508.42,6590.82,ESP,ESP_Barcelona.081810_SWEC,81810
13994.07,20582.79,USA,USA_CA_China.Lake.NAF.746120_TMY3,746120
125673.45,294.66,CHN,CHN_Qinghai.Tuotuohe.560040_SWERA,560040
57040.72,7356.39,CHN,CHN_Xinjiang.Uygur.Yining.514310_CSWD,514310
51847.47,8724.26,USA,USA_IN_Lafayette-Purdue.University.AP.724386_TMY3,724386
24165.24,14823.64,USA,USA_AR_Fayetteville-Drake.Field.723445_TMY3,723445
167.03,17139.61,BRA,BRA_MS_Chapadao.do.Sul.867720_INMET,867720
9239.2,10714.74,ITA,ITA_Catania-Sigonella.164590_IGDG,164590
4407.06,16338.56,AUS,AUS_SA.Woomera.Aerodrome.946590_RMY,946590
92931.23,281.45,ITA,ITA_Monte.Cimone.161340_IGDG,161340
56666.53,7057.57,CHN,CHN_Gansu.Minqin.526810_SWERA,526810
62619.09,1633.51,POL,POL_Zakopane.126250_IMGW,126250
83682.32,256.99,USA,USA_AK_Yakutat.State.AP.703610_TMY,703610
0.02,30258.16,USA,USA_HI_Kailua-Kaneohe.Bay.MCAS.911760_TMY3,911760
29488.27,4398.66,USA,USA_RI_Block.Island.State.AP.725058_TMY3,725058
24780.77,12312.1,USA,USA_IN_Huntingburg.Muni.AP.724365_TMY3,724365
0,37101.78,BRA,BRA_AM_Barcelos.AP.816480_INMET,816480
28166.63,9220.41,USA,USA_PA_Willow.Grove.NAS.724086_TMY3,724086
74125.55,7573.82,CHN,CHN_Xinjiang.Uygur.Tacheng.511330_CSWD,511330
190.58,18804.25,BRA,BRA_MG_Conceicao.das.Alagoas.867940_INMET,867940
0,32942.43,BRA,BRA_AP_Tartarugalzinho.816280_INMET,816280
3630.57,8805.37,BRA,BRA_PR_Curitiba-Pena.Intl.AP.838400_TRY.1969,838400
26367.83,14263.71,USA,USA_MO_Poplar.Bluff.AWOS.723300_TMY3,723300
0,48324.45,KEN,KEN_Lodwar.636120_SWERA,636120
0,47429.84,IND,IND_Trivandrum.433710_IWEC,433710
20189.69,17132.49,CHN,CHN_Anhui.Hefei.583210_SWERA,583210
16465.17,7460.44,ITA,ITA_Grosseto.162060_IGDG,162060
37455.54,13005.48,USA,USA_KS_Concordia-Blosser.Muni.AP.724580_TMY3,724580
313.22,20134.23,BRA,BRA_PR_Paranapoema.868620_INMET,868620
84885,6102.73,USA,USA_ND_Bismarck.Muni.AP.727640_TMY3,727640
54144.77,4353.89,USA,USA_WY_Cheyenne.Muni.AP.725640_TMY,725640
0,36786.78,BRA,BRA_RN_Mossoro.818340_INMET,818340
0,25616.13,BRA,BRA_CE_Campos.Sales.827770_INMET,827770
78781.54,1317.8,FIN,FIN_Helsinki.029740_IWEC,29740
70061.54,3854.38,USA,USA_CO_Alamosa.724620_TMY2,724620
8029.02,25814.55,USA,USA_TX_San.Antonio-Kelly.AFB.722535_TMY3,722535
43132.58,7679.1,CHN,CHN_Shaanxi.Yanan.538450_CSWD,538450
28596.48,15565.43,USA,USA_OK_Clinton.Sherman.AP.723526_TMY3,723526
